num_leaves,leaves
10,"[7, 8, 10, 12, 18, 19, 22, 23, 26, 27]"
14,"[4, 6, 10, 14, 22, 30, 47, 92, 93, 124, 125, 127, 252, 253]"
12,"[5, 8, 9, 13, 24, 25, 28, 29, 30, 63, 124, 125]"
15,"[5, 6, 16, 18, 19, 31, 34, 35, 56, 58, 59, 60, 61, 114, 115]"
12,"[5, 6, 9, 14, 15, 34, 35, 64, 66, 67, 130, 131]"
13,"[4, 7, 10, 22, 24, 26, 27, 47, 50, 51, 92, 186, 187]"
14,"[4, 7, 12, 20, 22, 23, 26, 27, 84, 85, 86, 175, 348, 349]"
12,"[5, 9, 12, 14, 16, 17, 26, 27, 60, 61, 62, 63]"
8,"[2, 13, 14, 15, 25, 48, 98, 99]"
8,"[5, 6, 9, 14, 15, 16, 34, 35]"
11,"[6, 7, 9, 10, 11, 32, 34, 66, 67, 70, 71]"
10,"[3, 8, 10, 11, 18, 39, 76, 155, 308, 309]"
10,"[3, 5, 16, 34, 35, 36, 37, 39, 76, 77]"
9,"[4, 6, 10, 11, 28, 29, 31, 60, 61]"
13,"[5, 7, 8, 9, 13, 48, 51, 98, 100, 198, 199, 202, 203]"
12,"[5, 8, 12, 13, 15, 18, 29, 38, 39, 57, 112, 113]"
11,"[3, 10, 16, 18, 19, 23, 34, 44, 45, 70, 71]"
11,"[5, 8, 13, 15, 18, 19, 24, 25, 28, 58, 59]"
13,"[6, 10, 11, 15, 17, 18, 19, 28, 29, 32, 66, 134, 135]"
12,"[5, 7, 8, 12, 26, 27, 37, 38, 72, 73, 78, 79]"
18,"[5, 8, 14, 18, 24, 26, 27, 31, 38, 50, 51, 60, 61, 78, 158, 319, 636, 637]"
11,"[6, 7, 9, 10, 11, 32, 34, 35, 66, 134, 135]"
9,"[5, 7, 8, 12, 13, 19, 36, 74, 75]"
12,"[5, 8, 9, 12, 13, 14, 30, 124, 125, 127, 252, 253]"
12,"[2, 13, 14, 25, 30, 49, 62, 63, 97, 192, 386, 387]"
19,"[3, 9, 11, 16, 17, 21, 41, 160, 162, 323, 644, 653, 655, 1290, 1291, 1304, 1305, 1308, 1309]"
11,"[4, 10, 11, 12, 14, 26, 27, 31, 61, 120, 121]"
13,"[4, 5, 13, 14, 24, 31, 51, 60, 100, 101, 123, 244, 245]"
11,"[8, 10, 11, 12, 13, 14, 18, 19, 30, 62, 63]"
12,"[4, 5, 13, 14, 24, 25, 31, 61, 120, 242, 486, 487]"
13,"[4, 10, 11, 12, 15, 26, 28, 29, 54, 110, 223, 444, 445]"
8,"[2, 12, 14, 27, 30, 31, 52, 53]"
12,"[7, 9, 10, 12, 13, 17, 22, 23, 32, 67, 132, 133]"
15,"[5, 6, 8, 18, 28, 31, 39, 58, 59, 60, 61, 77, 152, 306, 307]"
14,"[9, 10, 13, 14, 15, 16, 22, 23, 24, 34, 35, 51, 100, 101]"
10,"[5, 6, 7, 16, 19, 34, 35, 36, 74, 75]"
13,"[4, 7, 10, 13, 22, 23, 24, 51, 200, 202, 203, 402, 403]"
15,"[4, 10, 11, 24, 26, 27, 29, 31, 50, 51, 56, 60, 61, 114, 115]"
11,"[4, 7, 11, 12, 13, 40, 41, 42, 86, 174, 175]"
16,"[8, 10, 11, 13, 15, 18, 19, 24, 25, 29, 56, 115, 229, 456, 914, 915]"
12,"[5, 6, 7, 8, 18, 39, 77, 304, 305, 306, 614, 615]"
12,"[6, 7, 8, 9, 21, 22, 40, 41, 46, 95, 188, 189]"
9,"[6, 8, 9, 11, 15, 20, 21, 28, 29]"
11,"[4, 6, 10, 11, 28, 31, 58, 59, 60, 122, 123]"
10,"[5, 8, 9, 12, 13, 15, 28, 58, 118, 119]"
12,"[6, 8, 10, 11, 18, 19, 28, 29, 60, 61, 62, 63]"
14,"[5, 6, 8, 15, 18, 19, 56, 57, 59, 116, 234, 471, 940, 941]"
11,"[5, 8, 12, 13, 14, 18, 19, 31, 61, 120, 121]"
12,"[4, 7, 12, 13, 21, 40, 41, 44, 46, 47, 90, 91]"
10,"[2, 12, 13, 15, 28, 59, 116, 235, 468, 469]"
15,"[7, 8, 12, 13, 18, 19, 20, 22, 42, 47, 86, 92, 93, 174, 175]"
11,"[3, 9, 10, 11, 32, 34, 66, 67, 71, 140, 141]"
12,"[5, 12, 13, 15, 16, 18, 19, 28, 29, 34, 70, 71]"
12,"[5, 8, 15, 18, 19, 24, 25, 27, 28, 29, 52, 53]"
13,"[9, 10, 11, 12, 15, 16, 26, 27, 28, 34, 35, 58, 59]"
12,"[5, 8, 9, 14, 15, 24, 27, 50, 52, 53, 102, 103]"
13,"[4, 6, 11, 15, 21, 29, 41, 56, 57, 81, 160, 322, 323]"
12,"[5, 6, 7, 17, 18, 33, 38, 39, 64, 131, 260, 261]"
12,"[5, 6, 9, 14, 17, 31, 33, 60, 61, 64, 130, 131]"
14,"[8, 10, 11, 13, 15, 18, 24, 25, 29, 38, 39, 56, 114, 115]"
12,"[5, 6, 9, 14, 31, 32, 34, 35, 60, 61, 66, 67]"
12,"[2, 13, 14, 25, 48, 60, 61, 63, 98, 99, 124, 125]"
12,"[8, 9, 10, 11, 12, 13, 14, 30, 63, 125, 248, 249]"
16,"[9, 10, 12, 14, 15, 16, 17, 23, 26, 44, 45, 108, 109, 111, 220, 221]"
13,"[6, 10, 14, 15, 16, 18, 19, 23, 34, 35, 44, 90, 91]"
12,"[4, 10, 11, 13, 14, 24, 25, 30, 62, 127, 252, 253]"
12,"[4, 6, 14, 15, 20, 22, 42, 47, 86, 87, 92, 93]"
13,"[4, 7, 10, 11, 12, 26, 55, 216, 218, 434, 435, 438, 439]"
16,"[4, 6, 7, 21, 23, 41, 44, 81, 91, 160, 180, 181, 323, 644, 1290, 1291]"
13,"[4, 5, 6, 15, 29, 114, 115, 224, 227, 450, 451, 452, 453]"
10,"[4, 7, 10, 11, 24, 25, 27, 52, 106, 107]"
11,"[2, 6, 14, 61, 62, 120, 121, 126, 255, 508, 509]"
9,"[5, 8, 9, 14, 15, 24, 25, 26, 27]"
12,"[4, 6, 7, 20, 21, 22, 47, 184, 186, 187, 370, 371]"
15,"[8, 9, 10, 11, 15, 25, 27, 28, 48, 52, 53, 58, 59, 98, 99]"
12,"[3, 4, 11, 21, 41, 81, 160, 322, 647, 1292, 2586, 2587]"
9,"[4, 5, 7, 24, 27, 50, 51, 52, 53]"
11,"[5, 6, 8, 14, 18, 19, 31, 60, 122, 246, 247]"
13,"[4, 10, 11, 13, 15, 24, 29, 51, 56, 100, 101, 114, 115]"
11,"[4, 5, 13, 14, 25, 30, 31, 49, 96, 194, 195]"
11,"[3, 9, 11, 21, 32, 34, 35, 40, 41, 66, 67]"
15,"[5, 9, 12, 13, 14, 17, 31, 32, 60, 66, 67, 122, 247, 492, 493]"
11,"[4, 6, 10, 14, 22, 23, 61, 62, 63, 120, 121]"
12,"[5, 6, 7, 8, 18, 38, 79, 157, 313, 624, 1250, 1251]"
11,"[7, 8, 10, 12, 13, 18, 19, 44, 45, 46, 47]"
13,"[6, 7, 9, 11, 17, 20, 21, 64, 66, 67, 130, 262, 263]"
17,"[3, 11, 17, 18, 19, 20, 42, 43, 64, 66, 134, 135, 260, 262, 263, 522, 523]"
13,"[5, 12, 13, 14, 16, 18, 19, 30, 34, 35, 63, 124, 125]"
13,"[5, 6, 9, 14, 16, 31, 34, 60, 70, 71, 123, 244, 245]"
10,"[2, 6, 30, 56, 57, 58, 59, 63, 124, 125]"
12,"[4, 5, 13, 14, 24, 50, 51, 60, 61, 63, 124, 125]"
14,"[5, 8, 12, 13, 14, 19, 30, 36, 62, 74, 75, 127, 252, 253]"
14,"[5, 7, 9, 12, 26, 27, 32, 34, 35, 67, 133, 264, 530, 531]"
13,"[5, 8, 15, 18, 19, 25, 26, 27, 28, 29, 48, 98, 99]"
12,"[5, 7, 8, 13, 18, 19, 48, 51, 98, 99, 100, 101]"
11,"[5, 8, 12, 13, 14, 18, 19, 30, 63, 124, 125]"
11,"[4, 10, 11, 14, 15, 24, 26, 50, 51, 54, 55]"
13,"[4, 6, 10, 28, 29, 30, 31, 44, 46, 47, 91, 180, 181]"
14,"[4, 7, 12, 13, 21, 22, 40, 47, 82, 92, 93, 166, 334, 335]"
13,"[7, 8, 12, 13, 18, 19, 20, 22, 42, 43, 47, 92, 93]"
16,"[6, 9, 11, 16, 20, 28, 29, 30, 31, 34, 42, 43, 70, 143, 284, 285]"
15,"[5, 9, 12, 14, 15, 16, 26, 27, 68, 70, 71, 138, 279, 556, 557]"
7,"[3, 4, 20, 22, 23, 42, 43]"
8,"[4, 10, 11, 12, 13, 14, 30, 31]"
10,"[4, 10, 11, 12, 14, 15, 26, 55, 108, 109]"
9,"[4, 5, 13, 15, 24, 28, 29, 50, 51]"
9,"[5, 7, 9, 12, 16, 26, 27, 34, 35]"
12,"[4, 10, 15, 22, 23, 24, 25, 26, 27, 29, 56, 57]"
12,"[5, 8, 12, 13, 14, 18, 31, 38, 39, 61, 120, 121]"
9,"[5, 8, 12, 13, 15, 18, 19, 28, 29]"
13,"[3, 10, 11, 19, 32, 34, 36, 66, 67, 70, 71, 74, 75]"
12,"[4, 5, 6, 14, 30, 125, 127, 248, 252, 253, 498, 499]"
16,"[4, 7, 10, 11, 25, 27, 48, 52, 99, 106, 107, 392, 394, 395, 786, 787]"
13,"[5, 8, 13, 18, 19, 24, 28, 29, 31, 50, 51, 60, 61]"
13,"[2, 12, 13, 30, 31, 56, 58, 114, 119, 230, 231, 236, 237]"
10,"[2, 14, 24, 25, 26, 27, 30, 63, 124, 125]"
10,"[3, 4, 20, 42, 43, 44, 46, 47, 90, 91]"
12,"[8, 9, 10, 11, 13, 14, 25, 30, 31, 48, 98, 99]"
13,"[2, 12, 14, 26, 27, 60, 61, 124, 125, 126, 255, 508, 509]"
13,"[4, 10, 11, 12, 13, 28, 29, 60, 61, 63, 124, 250, 251]"
11,"[3, 5, 17, 18, 32, 38, 39, 67, 132, 266, 267]"
10,"[2, 12, 13, 14, 31, 61, 240, 241, 242, 243]"
10,"[3, 8, 10, 11, 36, 37, 39, 77, 152, 153]"
11,"[6, 10, 11, 14, 15, 16, 18, 19, 34, 70, 71]"
15,"[10, 11, 12, 13, 14, 17, 18, 19, 31, 32, 60, 61, 66, 134, 135]"
13,"[5, 6, 7, 18, 32, 34, 35, 39, 66, 76, 77, 134, 135]"
12,"[8, 10, 11, 13, 18, 19, 24, 25, 28, 29, 30, 31]"
8,"[5, 6, 9, 14, 15, 16, 34, 35]"
11,"[5, 6, 16, 17, 18, 28, 29, 30, 31, 38, 39]"
8,"[5, 6, 8, 14, 18, 19, 30, 31]"
14,"[3, 9, 11, 16, 20, 21, 35, 136, 139, 274, 275, 276, 554, 555]"
10,"[3, 5, 8, 19, 73, 74, 75, 144, 290, 291]"
12,"[3, 16, 18, 19, 20, 22, 23, 34, 42, 43, 70, 71]"
13,"[3, 9, 11, 17, 20, 21, 33, 64, 131, 260, 522, 1046, 1047]"
9,"[5, 6, 8, 9, 28, 29, 31, 60, 61]"
9,"[6, 9, 11, 14, 15, 16, 17, 20, 21]"
14,"[4, 10, 11, 15, 26, 27, 28, 48, 50, 51, 58, 59, 98, 99]"
12,"[8, 10, 11, 13, 14, 15, 18, 19, 25, 48, 98, 99]"
12,"[4, 10, 11, 13, 14, 24, 25, 60, 61, 63, 124, 125]"
9,"[3, 5, 17, 32, 33, 36, 37, 38, 39]"
16,"[5, 13, 14, 16, 18, 19, 24, 31, 34, 50, 51, 61, 70, 71, 120, 121]"
10,"[2, 12, 13, 28, 31, 58, 59, 61, 120, 121]"
11,"[3, 5, 9, 16, 35, 136, 138, 274, 275, 278, 279]"
14,"[8, 10, 13, 15, 18, 19, 22, 24, 25, 28, 29, 47, 92, 93]"
14,"[6, 9, 10, 11, 15, 17, 29, 32, 56, 66, 114, 115, 134, 135]"
18,"[5, 8, 12, 15, 26, 27, 28, 29, 36, 38, 74, 75, 79, 156, 314, 631, 1260, 1261]"
11,"[4, 7, 12, 20, 21, 22, 26, 46, 47, 54, 55]"
15,"[3, 9, 16, 21, 22, 34, 40, 47, 70, 71, 82, 83, 92, 186, 187]"
13,"[5, 8, 13, 14, 15, 18, 24, 25, 38, 78, 159, 316, 317]"
11,"[4, 5, 6, 14, 60, 61, 124, 125, 127, 252, 253]"
12,"[5, 9, 12, 14, 16, 26, 27, 31, 34, 35, 60, 61]"
8,"[2, 12, 13, 15, 29, 56, 114, 115]"
13,"[4, 5, 13, 24, 28, 29, 31, 50, 61, 102, 103, 120, 121]"
11,"[4, 10, 11, 12, 14, 15, 27, 52, 107, 212, 213]"
11,"[5, 6, 9, 14, 16, 17, 60, 61, 63, 124, 125]"
9,"[4, 5, 12, 15, 26, 27, 28, 58, 59]"
11,"[3, 4, 20, 21, 22, 47, 93, 184, 370, 742, 743]"
15,"[5, 12, 16, 18, 19, 26, 27, 28, 29, 31, 34, 60, 61, 70, 71]"
16,"[5, 8, 9, 13, 25, 29, 48, 56, 60, 61, 62, 63, 98, 99, 114, 115]"
12,"[3, 10, 11, 16, 17, 19, 72, 75, 146, 147, 148, 149]"
13,"[4, 10, 13, 14, 22, 23, 24, 30, 31, 50, 103, 204, 205]"
13,"[5, 6, 14, 15, 17, 32, 36, 37, 38, 66, 67, 78, 79]"
15,"[5, 6, 8, 14, 19, 36, 60, 61, 62, 74, 127, 150, 151, 252, 253]"
13,"[5, 9, 13, 15, 17, 24, 25, 28, 32, 58, 59, 66, 67]"
12,"[4, 7, 11, 20, 21, 24, 25, 26, 55, 109, 216, 217]"
10,"[5, 6, 15, 16, 18, 19, 28, 29, 34, 35]"
13,"[4, 5, 14, 24, 25, 26, 31, 54, 60, 61, 111, 220, 221]"
10,"[6, 7, 8, 10, 18, 19, 22, 46, 94, 95]"
13,"[5, 9, 13, 15, 16, 24, 25, 28, 29, 34, 70, 142, 143]"
12,"[3, 5, 16, 18, 34, 70, 71, 76, 77, 78, 158, 159]"
12,"[5, 9, 12, 14, 16, 26, 27, 31, 34, 35, 60, 61]"
17,"[5, 6, 8, 19, 30, 31, 36, 57, 58, 74, 75, 112, 119, 226, 227, 236, 237]"
12,"[4, 10, 11, 12, 26, 27, 29, 30, 31, 56, 114, 115]"
10,"[5, 7, 8, 9, 25, 27, 48, 49, 52, 53]"
15,"[5, 9, 13, 14, 24, 25, 31, 32, 34, 35, 60, 61, 66, 134, 135]"
12,"[6, 7, 8, 18, 19, 20, 22, 23, 42, 86, 174, 175]"
8,"[3, 4, 20, 23, 42, 43, 44, 45]"
13,"[5, 8, 9, 24, 26, 27, 28, 30, 31, 50, 51, 58, 59]"
11,"[6, 8, 10, 11, 15, 18, 19, 29, 57, 112, 113]"
11,"[6, 8, 10, 15, 18, 19, 22, 28, 29, 46, 47]"
9,"[4, 10, 11, 13, 15, 24, 25, 28, 29]"
12,"[5, 8, 9, 12, 14, 15, 26, 55, 108, 219, 436, 437]"
15,"[5, 9, 12, 13, 14, 17, 31, 33, 60, 61, 128, 130, 131, 258, 259]"
12,"[4, 5, 7, 13, 50, 51, 96, 98, 194, 195, 198, 199]"
10,"[5, 8, 13, 15, 18, 19, 24, 25, 28, 29]"
9,"[5, 6, 8, 14, 18, 19, 31, 60, 61]"
13,"[3, 9, 10, 11, 34, 35, 66, 67, 128, 130, 131, 258, 259]"
15,"[4, 6, 15, 21, 22, 23, 29, 41, 57, 80, 112, 162, 163, 226, 227]"
8,"[4, 5, 12, 14, 15, 27, 52, 53]"
10,"[5, 8, 9, 14, 24, 25, 26, 27, 30, 31]"
10,"[3, 10, 11, 16, 19, 34, 35, 36, 74, 75]"
13,"[6, 11, 15, 16, 18, 20, 21, 28, 29, 34, 35, 38, 39]"
13,"[5, 8, 13, 15, 18, 19, 24, 29, 50, 51, 56, 114, 115]"
11,"[5, 7, 9, 16, 17, 24, 25, 26, 55, 108, 109]"
15,"[3, 10, 11, 19, 32, 34, 35, 67, 72, 73, 74, 75, 132, 266, 267]"
14,"[9, 10, 11, 13, 15, 17, 24, 28, 29, 32, 50, 51, 66, 67]"
13,"[5, 9, 12, 15, 16, 26, 27, 29, 34, 35, 56, 114, 115]"
13,"[6, 10, 11, 14, 17, 18, 19, 30, 31, 33, 64, 130, 131]"
12,"[4, 6, 10, 11, 28, 31, 58, 61, 118, 119, 120, 121]"
11,"[5, 9, 12, 14, 15, 16, 17, 26, 55, 108, 109]"
8,"[4, 6, 10, 11, 14, 31, 60, 61]"
11,"[5, 6, 7, 9, 17, 32, 66, 135, 269, 536, 537]"
13,"[3, 5, 16, 19, 34, 35, 73, 75, 144, 148, 149, 290, 291]"
11,"[4, 10, 11, 24, 25, 26, 27, 28, 29, 30, 31]"
17,"[4, 10, 15, 22, 23, 25, 27, 28, 29, 49, 52, 97, 106, 107, 192, 386, 387]"
12,"[6, 8, 11, 14, 19, 20, 21, 31, 36, 37, 60, 61]"
11,"[5, 9, 12, 13, 14, 17, 30, 31, 32, 66, 67]"
13,"[5, 8, 13, 14, 18, 19, 24, 31, 50, 51, 61, 120, 121]"
20,"[5, 9, 12, 13, 14, 17, 31, 61, 64, 66, 120, 121, 130, 135, 262, 263, 268, 538, 1078, 1079]"
14,"[6, 7, 9, 17, 20, 21, 22, 32, 46, 47, 67, 132, 266, 267]"
12,"[5, 6, 8, 14, 18, 19, 30, 63, 248, 249, 250, 251]"
9,"[5, 7, 8, 12, 18, 26, 27, 38, 39]"
13,"[3, 9, 11, 17, 20, 42, 43, 64, 66, 67, 130, 262, 263]"
13,"[4, 5, 13, 24, 29, 30, 50, 51, 56, 57, 63, 124, 125]"
14,"[4, 10, 11, 13, 15, 25, 29, 49, 56, 96, 114, 115, 194, 195]"
15,"[5, 7, 9, 13, 25, 32, 35, 48, 66, 67, 68, 98, 99, 138, 139]"
9,"[2, 12, 13, 29, 30, 31, 56, 114, 115]"
18,"[8, 10, 11, 12, 18, 19, 27, 28, 52, 58, 59, 60, 61, 63, 106, 107, 124, 125]"
8,"[3, 5, 8, 18, 39, 77, 152, 153]"
13,"[3, 5, 17, 19, 32, 66, 67, 72, 74, 75, 146, 294, 295]"
9,"[3, 4, 20, 21, 22, 46, 95, 188, 189]"
12,"[6, 8, 15, 18, 19, 20, 22, 23, 28, 29, 42, 43]"
10,"[5, 6, 8, 9, 28, 29, 30, 63, 124, 125]"
12,"[8, 10, 12, 13, 14, 18, 19, 22, 23, 31, 60, 61]"
14,"[6, 8, 9, 10, 11, 28, 29, 60, 61, 63, 124, 251, 500, 501]"
12,"[4, 11, 12, 14, 20, 21, 26, 27, 31, 61, 120, 121]"
10,"[4, 5, 12, 15, 27, 28, 29, 53, 104, 105]"
8,"[5, 6, 8, 9, 28, 29, 30, 31]"
11,"[3, 4, 23, 40, 42, 43, 44, 45, 82, 166, 167]"
11,"[4, 10, 11, 13, 14, 24, 25, 31, 61, 120, 121]"
8,"[4, 7, 10, 11, 12, 27, 52, 53]"
10,"[5, 12, 13, 14, 15, 16, 18, 19, 34, 35]"
9,"[5, 6, 8, 15, 18, 28, 29, 38, 39]"
8,"[5, 7, 8, 12, 18, 19, 26, 27]"
11,"[6, 7, 10, 11, 16, 18, 34, 35, 39, 76, 77]"
13,"[5, 8, 12, 13, 14, 18, 30, 38, 39, 63, 125, 248, 249]"
12,"[4, 11, 12, 15, 20, 21, 26, 27, 29, 56, 114, 115]"
11,"[4, 6, 11, 15, 20, 28, 29, 43, 84, 170, 171]"
11,"[5, 8, 9, 12, 13, 14, 30, 124, 125, 126, 127]"
13,"[5, 6, 9, 14, 16, 30, 34, 63, 71, 124, 125, 140, 141]"
9,"[3, 4, 21, 22, 40, 41, 46, 94, 95]"
12,"[5, 6, 14, 17, 19, 30, 31, 32, 36, 37, 66, 67]"
13,"[5, 8, 12, 13, 15, 29, 36, 38, 39, 56, 57, 74, 75]"
14,"[9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 34, 35, 66, 67]"
11,"[4, 10, 13, 14, 22, 23, 24, 25, 30, 62, 63]"
15,"[6, 8, 11, 14, 18, 19, 21, 40, 60, 61, 63, 82, 83, 124, 125]"
7,"[6, 7, 8, 10, 11, 18, 19]"
10,"[3, 4, 10, 22, 92, 95, 186, 187, 188, 189]"
11,"[9, 10, 11, 12, 14, 16, 17, 26, 27, 30, 31]"
12,"[6, 9, 10, 11, 14, 17, 31, 32, 60, 61, 66, 67]"
10,"[4, 10, 11, 14, 15, 24, 25, 26, 54, 55]"
14,"[5, 9, 12, 14, 16, 26, 30, 34, 35, 55, 62, 63, 108, 109]"
10,"[3, 4, 21, 22, 40, 47, 82, 83, 92, 93]"
14,"[2, 12, 15, 26, 29, 54, 55, 57, 113, 224, 450, 903, 1804, 1805]"
13,"[6, 7, 9, 16, 20, 23, 34, 35, 42, 43, 44, 90, 91]"
13,"[8, 10, 11, 13, 15, 18, 19, 24, 28, 29, 50, 102, 103]"
11,"[4, 7, 10, 12, 22, 23, 26, 54, 110, 222, 223]"
8,"[3, 8, 10, 18, 19, 22, 46, 47]"
14,"[3, 8, 21, 23, 36, 38, 39, 40, 44, 45, 74, 75, 82, 83]"
16,"[6, 9, 10, 11, 17, 28, 29, 31, 32, 61, 66, 120, 121, 134, 270, 271]"
11,"[5, 12, 13, 14, 15, 17, 18, 19, 32, 66, 67]"
12,"[4, 7, 10, 11, 12, 26, 55, 217, 218, 219, 432, 433]"
10,"[4, 5, 12, 14, 26, 27, 60, 61, 62, 63]"
10,"[4, 7, 10, 12, 13, 22, 46, 95, 188, 189]"
16,"[5, 8, 12, 13, 15, 28, 29, 36, 74, 75, 76, 78, 154, 155, 158, 159]"
8,"[4, 5, 12, 13, 14, 30, 62, 63]"
11,"[5, 8, 13, 15, 18, 24, 25, 28, 29, 38, 39]"
12,"[6, 9, 10, 16, 22, 23, 28, 29, 30, 31, 34, 35]"
9,"[5, 8, 9, 12, 13, 14, 31, 60, 61]"
14,"[3, 5, 17, 19, 32, 36, 37, 67, 264, 266, 530, 531, 534, 535]"
11,"[5, 7, 9, 12, 13, 32, 34, 35, 66, 134, 135]"
13,"[3, 16, 18, 19, 20, 22, 34, 35, 42, 43, 47, 92, 93]"
11,"[5, 8, 9, 12, 26, 27, 28, 29, 30, 62, 63]"
17,"[6, 7, 9, 16, 20, 21, 23, 34, 35, 45, 177, 179, 352, 356, 357, 706, 707]"
16,"[5, 9, 12, 14, 15, 16, 27, 34, 52, 53, 140, 143, 282, 283, 284, 285]"
13,"[5, 8, 12, 14, 18, 19, 27, 31, 52, 53, 60, 122, 123]"
8,"[4, 10, 11, 12, 13, 15, 28, 29]"
11,"[9, 10, 11, 12, 13, 15, 16, 28, 29, 34, 35]"
10,"[4, 7, 12, 13, 21, 22, 23, 40, 82, 83]"
15,"[5, 8, 13, 15, 18, 19, 24, 29, 50, 51, 56, 114, 231, 460, 461]"
15,"[5, 9, 12, 26, 27, 28, 29, 30, 31, 32, 34, 66, 67, 70, 71]"
12,"[6, 9, 10, 11, 16, 28, 29, 31, 34, 35, 60, 61]"
14,"[5, 8, 12, 14, 18, 19, 26, 27, 60, 63, 122, 123, 124, 125]"
12,"[4, 6, 11, 20, 28, 29, 30, 42, 43, 63, 124, 125]"
10,"[5, 8, 9, 13, 24, 25, 28, 29, 30, 31]"
10,"[6, 7, 10, 11, 16, 18, 19, 35, 68, 69]"
10,"[6, 7, 8, 11, 18, 19, 20, 43, 84, 85]"
8,"[4, 5, 12, 15, 26, 27, 28, 29]"
15,"[5, 12, 13, 14, 16, 18, 19, 30, 34, 35, 124, 125, 127, 252, 253]"
8,"[4, 7, 10, 11, 13, 25, 48, 49]"
15,"[8, 9, 10, 11, 15, 24, 26, 28, 29, 50, 51, 54, 111, 220, 221]"
13,"[5, 8, 13, 14, 15, 18, 19, 25, 96, 98, 99, 194, 195]"
11,"[3, 8, 10, 11, 19, 36, 148, 149, 151, 300, 301]"
14,"[4, 10, 12, 14, 22, 23, 26, 27, 30, 124, 125, 127, 252, 253]"
12,"[5, 8, 13, 15, 18, 19, 25, 28, 29, 48, 98, 99]"
14,"[5, 8, 13, 14, 18, 25, 31, 38, 39, 48, 60, 61, 98, 99]"
14,"[4, 10, 11, 12, 13, 14, 60, 61, 62, 252, 253, 255, 508, 509]"
14,"[9, 10, 11, 12, 13, 16, 28, 31, 34, 35, 58, 59, 60, 61]"
9,"[2, 13, 14, 15, 48, 50, 51, 98, 99]"
8,"[2, 13, 14, 15, 25, 48, 98, 99]"
11,"[10, 11, 12, 13, 14, 15, 16, 18, 19, 34, 35]"
11,"[5, 6, 9, 15, 16, 34, 35, 56, 57, 58, 59]"
16,"[6, 9, 10, 14, 15, 16, 23, 34, 70, 71, 89, 90, 91, 176, 354, 355]"
13,"[5, 6, 7, 16, 19, 34, 35, 72, 75, 146, 147, 148, 149]"
15,"[10, 11, 12, 16, 18, 19, 26, 27, 28, 29, 30, 34, 35, 62, 63]"
12,"[5, 7, 9, 12, 13, 33, 34, 35, 65, 128, 258, 259]"
9,"[4, 6, 7, 11, 20, 42, 86, 174, 175]"
11,"[2, 13, 15, 24, 28, 50, 51, 116, 117, 118, 119]"
13,"[4, 10, 13, 14, 23, 24, 31, 44, 45, 50, 51, 60, 61]"
12,"[5, 8, 13, 15, 18, 24, 28, 29, 38, 39, 50, 51]"
10,"[2, 12, 15, 26, 28, 29, 108, 109, 110, 111]"
10,"[5, 6, 8, 14, 18, 19, 31, 61, 120, 121]"
13,"[5, 9, 13, 14, 16, 17, 24, 30, 50, 51, 63, 124, 125]"
11,"[3, 4, 10, 44, 45, 92, 95, 186, 187, 188, 189]"
13,"[4, 12, 13, 14, 20, 21, 22, 30, 46, 47, 63, 124, 125]"
10,"[5, 8, 12, 14, 15, 18, 19, 26, 54, 55]"
11,"[6, 8, 10, 11, 15, 18, 19, 56, 57, 58, 59]"
15,"[6, 9, 10, 11, 14, 17, 31, 60, 61, 64, 66, 67, 130, 262, 263]"
12,"[5, 8, 12, 15, 18, 19, 26, 27, 28, 59, 116, 117]"
17,"[6, 11, 15, 17, 19, 20, 21, 28, 29, 33, 36, 37, 128, 130, 131, 258, 259]"
12,"[8, 10, 12, 14, 15, 18, 19, 23, 26, 27, 44, 45]"
10,"[5, 6, 14, 15, 16, 18, 19, 34, 70, 71]"
16,"[4, 10, 12, 13, 22, 30, 47, 56, 57, 58, 59, 63, 92, 93, 124, 125]"
11,"[5, 8, 9, 12, 13, 28, 29, 30, 63, 124, 125]"
12,"[7, 9, 10, 11, 12, 13, 17, 64, 66, 67, 130, 131]"
12,"[3, 5, 32, 34, 35, 36, 38, 39, 66, 67, 74, 75]"
12,"[5, 8, 9, 12, 14, 15, 52, 53, 54, 111, 220, 221]"
13,"[5, 8, 12, 13, 15, 19, 28, 29, 37, 73, 144, 290, 291]"
8,"[3, 8, 10, 11, 19, 36, 74, 75]"
16,"[5, 9, 13, 16, 24, 28, 29, 30, 34, 50, 51, 63, 70, 71, 124, 125]"
12,"[6, 7, 8, 18, 19, 21, 23, 40, 44, 45, 82, 83]"
13,"[5, 6, 7, 9, 32, 34, 66, 71, 134, 135, 140, 282, 283]"
10,"[6, 7, 9, 10, 11, 17, 32, 66, 134, 135]"
11,"[5, 6, 9, 15, 28, 29, 32, 34, 35, 66, 67]"
6,"[4, 5, 6, 15, 28, 29]"
14,"[5, 9, 12, 16, 26, 27, 28, 29, 31, 34, 60, 61, 70, 71]"
15,"[4, 6, 10, 11, 28, 30, 58, 62, 63, 118, 239, 476, 955, 1908, 1909]"
12,"[5, 8, 9, 14, 15, 24, 26, 50, 51, 55, 108, 109]"
12,"[2, 13, 25, 28, 30, 31, 48, 58, 59, 98, 198, 199]"
13,"[5, 6, 15, 16, 18, 19, 28, 34, 58, 59, 71, 140, 141]"
