"","new_col"
"694","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"695","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"696","8EGP0,11LV0,4EGU0,4EGU0,12JN0,7EGP1,1BD0,6EGQ0,4EGU0,6EGQ0,6EGQ0"
"697","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ0,11HL0,4EGX0,3BDM1,2EGQ0,7EHI0,14EIQ0,3CWX1,3DHT1,3DRZ0,1CQ1,3DNO0"
"698","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGO0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM0"
"699","8EGR1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGR1,3DFX0,1BX1,3BUY0,2EGN1"
"700","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"701","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"702","8EGR1,7EGN0,11LR0,4EGX1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGR1,3DFX1,1DL1,2EGO1"
"703","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGX1,1BD1,14EIJ0,13CK0,3QU1,4EGX0,1CI0"
"704","8EGM1,7EGQ1,4EGW1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGR0,4EGW1,3DFG0,13BR1,1DS0,13EI1,1CQ1"
"705","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG1,13BW1,12HK0,2EGQ0,3ACO1,3APS1,6EGQ0,3ATX1,7EGY0,3DKR1,1CP1"
"706","8EGQ0,11LV0,4EGM0,4EGM0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGU0,6EGR0,13CE1,4EGM0"
"707","8EGO0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGP0,1DI0,6EGP0,1BZ0"
"708","8EGR1,7EGY1,4EHJ0,11LR0,12HX0,13BN0,7EGY0,3DMW0,3BHM0,3BEO1,1BI0"
"709","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG1,13BW1,12HK0,2EGS0,3ACO1,3APS0,7EGY0"
"710","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"711","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"712","8EGN0,11LV0,4EGQ0,4EGQ0,12JN0,7EGR0,12IX0,14EGZ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"713","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EGX0,7EGP0,1BF1,3DNS0"
"714","8EGR1,7EGZ1,4EGU0,11LR0,12HX0,13BN0,7EGZ1,4EGU1"
"715","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI1,3NS1,7EGY1,4EGX0,3BHT0"
"716","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGZ1,1BD0,6EGM0,4EGU0,6EGM0,6EGM1,7EGZ0"
"717","8EGQ0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"718","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGV1,3BNP1,1CQ0,1CM0,13BJ1,1BZ1,3DMP0"
"719","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGZ1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG1,4EHJ0,1DM0,8EGN1,1DI0,3BMR1,3COY1"
"720","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGQ0,13CE1,4EGU0"
"721","8EGM1,7EGQ1,4EGU0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGU1,13DY0,3CUZ0,2EGQ1,9EGQ1,7EGQ0,13DE0,13CI1,3APY1,13CT1,1DW0,7EGQ1,1BW1"
"722","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG0,3AEK0,11HL0,1BP1"
"723","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGY1,1CG0,3DNW0,9EGP1"
"724","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"725","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EIQ0,12HU1,3BDQ0,3OY1"
"726","8EGP0,11LV0,4EGO0,4EGO0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"727","8EGM1,7EGZ1,4EGU0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGU1,1CG1,3APR0,2EGQ1,3ANW0,1DU0,2EGQ0,3NX1,3AHQ1,3AJY0,7EGZ1"
"728","8EGM1,7EGZ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGZ0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX1,3SU0,1CH0"
"729","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"730","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI0,3ACR0,13CW1,1DR1,1DU0,3NR1"
"731","8EGO0,11LV0,4EHJ0,4EHJ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"732","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ1,3CUY0,3BLS0,3BCF0"
"733","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"734","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGZ0,7EGZ1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM1,1CS0,3BCR0,10EGN1"
"735","8EGM1,7EGQ1,4EGV1,11LR0,12HV1,14EGV1,1BC1,1EF0,4EGV1"
"736","8EGN0,11LV0,4EGT0,4EGT0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGT1,1DG0,13BW1,6EGM0,12HI0,1CG1,3DLR0"
"737","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"738","8EGQ0,11LV0,4EGN0,4EGN0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI1,3NS1,7EGR0,3DRX0"
"739","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"740","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"741","8EGM1,7EGP0,11LR1,1DU0"
"742","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT0,3BFI1,3CGN0"
"743","8EGM1,7EGW1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGV0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGV1,3BNP1,1CQ1,1DO1,3DIX0"
"744","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD0,6EGQ0,4EGX0,6EGQ0,6EGQ0"
"745","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ0"
"746","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGQ1,1BD1,14EIQ0,13CK1,1CQ0,6EGM0,4EHJ1,3UX1,11LP0,8EGN1,7EGQ0,4EHJ0,3COW0,6EGM0"
"747","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"748","8EGP0,11LV0,4EGM0,4EGM0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"749","8EGR1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EHQ0,12HU0,4EGX0,2EGS0,13FR0,3PQ1,4EGX0,7EGU1,3CLU0"
"750","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGW1,1BD1,14EIQ0,13CK1,1CQ0,6EGQ0,4EGU0,7EGW1,1CH0,1BL1"
"751","8EGM1,7EGP0,11LR0,4EHJ1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY1,13CI1,4EHJ0,2EGQ1,13ET0,13CK1,3DFL0,3CLP0,3CEV0,3CDT0,13CO1,7EGP0,13DY0,1BU1,1BX1,1CJ1,3BVY1"
"752","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY1,12GS0,2EGQ0,1EF1"
"753","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI1,4EGX0,2EGQ1,13ET0,13CK1,3DFL0,3CLP0,3CEV0,3CDT1"
"754","8EGQ0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ1,1CE1"
"755","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM1,3BDV1,8EGN0,1BF1"
"756","8EGP0,11LV0,4EGU0,4EGU0,12JN0,7EGZ1,1BD0,6EGQ0,4EGU0,6EGQ0,6EGQ0"
"757","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI0,6EGS0,1BZ0"
"758","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG0,3AEK1,1BH1,3ALQ0,7EGQ1,2EGQ1,3AHS1,1BT0,4EGX0,1BR0,8EGM0"
"759","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU0,6EGS1,2EGQ1"
"760","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGU0,3DRX0"
"761","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGR0,1DI0,6EGR1,3DNZ1,3DOU1"
"762","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ1,1CE1"
"763","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"764","8EGR1,7EGN0,11LR0,4EHJ1,1BR1,7EGN1,1DY0,12HV0,14EIQ1,4EHJ0,14EIQ0,3ANY1,13CI0,8EGR1,3DFX0,1BX1,3BUY1,2EGQ1,1CM1"
"765","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"766","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ1,13BT1,1EW0"
"767","8EGM1,7EGT0,11LR0,4EGX1,1BR1,7EGT1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY0,2EGQ0,3AFI1,2EGQ0,7EGT0"
"768","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"769","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP1,12GR0,3BQV1,3BSU0"
"770","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO1,3DIP1,7EGQ0"
"771","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGR0,12IX0,14EIQ0,13BZ0,3MO1,6EGS0,1DI1,3NS1,7EGR0,3DRX0"
"772","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"773","8EGM1,7EGP0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY0,7EGP0,3AHR1,1BJ1,3BKL0,4EHJ0"
"774","8EGM1,7EGW1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EHJ1,13DY0,3CUZ0,2EGQ1,9EGQ1,7EGW0,13DE0,13CI0,7EGW1,8EGM0,3CDN0,3BDR1"
"775","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGO0,3DKS0,12IZ0,3CRU1"
"776","8EGM1,7EGP0,11LR0,4EGX1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO1,1DQ0,11HL1,11LN0"
"777","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGW1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGM0,12HI0,1CG1,3DLR0"
"778","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGU0,12IX0,14EIQ0,13BZ1,2EGO0,7EGU0,6EGM0,13CE1,4EGX0"
"779","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO0,13CN0,3BHV0,3ALR0,13CG1"
"780","8EGM1,7EGP0,11LR0,4EGV1,1BR1,7EGP1,1DY0,12HV0,14EIQ1,4EGV0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW1,3BFM0"
"781","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"782","8EGN0,11LV0,4EGY0,4EGY1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM1,1CS1,6EGS0,12GK0,2EGQ0,6EGS1,3AJL0"
"783","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGN0,6EGM0,13CE1,4EGU0"
"784","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGS0,3DIM0,3CWZ0,3BWX0,13CT1,3BMV1"
"785","8EGN0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"786","8EGP0,11LV0,4EGW1,1BJ1,2EGT0,7EGW0,1DT0,3DLT1"
"787","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EHI1,1BD1,14EIQ0,13CK0,3QU1,4EGX0,1CI0"
"788","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"789","8EGM1,7EGU0,11LR0,4EGX1,1BR1,7EGU0,14EIQ0,12HU0,4EGX0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM1,7EGU0,3EFP0,11KM0,3BDO1,3BEI0"
"790","8EGP0,11LV0,4EGV0,4EGV1,1BD1,7EGW0,7EGW1,2EGQ0,3DKS0,12IZ0,3CRU0,3CQX0,11LQ0,1CM0,1BP0,14EIQ0,3CFV0,3ST1,3BCM1,3BDV1,8EGP0,1BF1"
"791","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG1,13BW1,12HK0,2EGQ0,3ACO0,6EGQ1,1CI1"
"792","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"793","8EGM1,7EGR0,11LR0,4EGX1,1BR1,7EGR0,14EHU0,12HU0,4EGX0,2EGQ1,14EHU0"
"794","8EGM1,7EGQ1,4EGN0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGN0,7EGQ0,3BGN1,2EGQ0,3DIM0,3CWZ1"
"795","8EGM1,7EGQ1,4EHJ0,11LR0,12HX0,13BN1,1BF0,7EGQ0,14EIQ0,2EGR0,8EGM0,4EHJ1,13CK1,3BGY0,3BES0"
"796","8EGM1,7EGT0,11LR0,4EGX1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU0,13DO0,7EGT1,3ACV1,1BH1"
"797","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"798","8EGN0,11LV0,4EGM0,4EGM0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"799","8EGP0,11LV0,4EGN0,4EGN0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"800","8EGM1,7EGR0,11LR0,4EHJ1,1BR1,7EGR0,14EIQ0,12HU0,4EHJ0,2EGQ1,14EIQ1,5T0,13FK0,14EIQ0,1BT1,1CM0,1CG0,3AGX1,12GI0,1CE0,13CQ1,2EGQ1,3CMS0"
"801","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGR1,8EGP0"
"802","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE1,2EGQ1,14EIQ1,3DQR0,3ADZ0,3ACP0"
"803","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EHI1,1BD0,6EGQ0,4EHJ0,6EGQ0,6EGQ0"
"804","8EGM1,7EGY1,4EGY1,11LR1,1FN0"
"805","8EGM1,7EGY1,4EGV1,11LR0,12HV1,14EGP1,1BC1,1EF0,4EGV1"
"806","8EGQ0,11LV0,4EGQ0,4EGQ0,12JN0,7EGU0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI1,3NS1,7EGU0,3DRX0"
"807","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGQ1,13AN1,1CE0,4EGV0,13DO1,2EGQ0,1BZ1"
"808","8EGQ0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"809","8EGQ0,11LV0,4EGU0,4EGU0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"810","8EGM1,7EHI0,11LR0,4EGX1,1BR1,7EHI1,1DY0,12HV0,14EIQ1,4EGX0,14EIQ0,3ANY1,13CI0,8EGM0,13BT1,2EGQ0,1CO0,3APW0"
"811","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGN0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"812","8EGN0,11LV0,4EGS0,4EGS0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"813","8EGO0,11LV0,4EGV0,4EGV1,1BD1,7EGN0,7EGN0,6EGO1"
"814","8EGM1,7EGP0,11LR0,4EGX1,1BR0,14EIQ0,1AZ0,4EGX0,13EI1,1AT1,9EGQ0"
"815","8EGM1,7EGY1,4EGV1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGY0,4EGV0,14EIQ1,3ANV0,8EGM0,4EGV0,1BX0,3ANO0,7EGY1,13DY0,1BP1,1BR1,13CD1"
"816","8EGR1,7EGP0,11LR0,4EHJ1,1BR0,14EIQ0,1AZ1,12HV0,2EGQ0,9EGQ1,3NY1,3AFU1,3AGJ1,14EIQ1,3DGV0,3CDY1,2EGQ0,3CNT1,1BL0,3DFT0,7EGP1,3CQZ1,3CWY1,3DFM1"
"817","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"818","8EGM1,7EGY1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX1,14EIQ0,1EJ0,14EIQ1,4EGX0,7EGY0,3BGN1,2EGS0,3DIM1,1BO1,1BT1,3DKY1,3DNX1,1CE1,1CQ1,1DM0"
"819","8EGN0,11LV0,4EGU0,4EGU0,12JN0,7EGZ1,1BD0,6EGM0,4EGU0,6EGM0,6EGM1,7EGZ0"
"820","8EGN0,11LV0,4EGV0,4EGV1,1BD1,7EGQ1,1CG0,3DNW1,2EGS0,8EGN0,13DO0"
"821","8EGR1,7EGN0,11LR0,4EGU1,1BR0,14EHN0,1AZ0,4EGU0,13EI0,14EHN0,9EGN1,4EGU0"
"822","8EGM1,7EGW1,4EGV1,11LR1,1FN0"
"823","8EGM1,7EGR0,11LR0,4EHI1,1BR1,7EGR0,14EIQ0,12HU0,4EHI1,1CR0,1CE1"
"824","8EGM1,7EGW1,4EGY1,11LR0,12HV0,14EIQ1,1BJ1,1EH0,11LN0,12HM0,7EGW0,4EGY0,14EIQ1,3ANV1,3DWZ0,3BEX1,1BT1,13CW0,2EGQ1,4EGY1,3BNP0,3BLN1"
"825","8EGP0,11LV0,4EHJ0,4EHJ0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO1,1CU0,6EGM0,2EGQ0"
"826","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"827","8EGM1,7EGQ1,4EGV1,11LR0,12HV0,14EIQ1,1BJ0,1AV1,8EGM0,4EGV1,3DNT0,2EGQ0,7EGQ1,1BH0,3CHT0,3BOQ0,3ADF1,3BCH0"
"828","8EGM1,7EGZ1,4EGX0,11LR0,12HX0,13BN1,1BF0,7EGZ1,4EGX1,1AZ0"
"829","8EGM1,7EGU0,11LR0,4EGR0,7EGU0,13CT1,4EGR0"
"830","8EGM1,7EGP0,11LR0,4EGS0,7EGP1,4EGS0,13CT0,11JV0,2EGS0,8EGM0,2EGS1,1AS1,9EGQ0,3BCG1"
"831","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"832","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGY1,1CO0,4EGX0,3BPZ0"
"833","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGT0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ1,1CE1"
"834","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGT0,12IX0,14EIQ0,13BZ1,2EGQ0,7EGT0,6EGM0,13CE1,4EHJ1,3BEF1,3BEZ1,1AH1,1BX0"
"835","8EGP0,11LV0,4EGV0,4EGV1,1BD0,12IO0,13FS0,6EGQ0,3DIO0,3UW1,1AZ0"
"836","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGS0,12IX0,14EIQ0,13BZ0,3MO1,6EGM0,1DI0,6EGM0,1BZ0"
"837","8EGM1,7EGZ1,4EHJ0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EHJ1,1CG1,3APR0,2EGQ1,3ANW0,1DU0,2EGQ0,3NX1,3AHQ0,13CQ0,3ADP0,1CS1,1DE1,4EHJ0,7EGZ0"
"838","8EGN0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"839","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGM0,12HI0,1CG0,8EGN0,7EGP1,3ARZ1,3ASW1,9EGQ1,10EGN1,7EGP0,1BJ1,3DPY0"
"840","8EGM1,7EGR0,11LR0,4EGM0,7EGR0,13CT1,4EGM0"
"841","8EGN0,11LV0,4EHJ0,4EHJ0,12JN0,7EGP1,1BD1,14EIQ0,13CK0,3QU1,4EHJ1,1DG0,13BW1,6EGQ0,12HI0,1CG0,8EGN0,7EGP1,3ARZ1,3ASW1,9EGQ1,10EGN1,7EGP0,1BJ1,3DPY0"
"842","8EGP0,11LV0,4EGX0,4EGX0,12JN0,7EGY0,12IX0,14EIQ0,13BZ0,3MO1,6EGQ0,1DI0,6EGQ0,1BZ0"
"843","8EGM1,7EGQ1,4EGV1,11LR1,1FN0"
"844","8EGR1,7EGW1,4EGY1,11LR0,12HV0,14EIM0,1DR0,7EGW0,4EGY1,3CFZ0"
"845","8EGM1,7EGQ1,4EGX0,11LR0,12HX0,13BN1,1BF1,11JW0,3APX0,4EGX1,1CG1,3APR0,2EGR1,3ANW0,1DU1,3ACH1"
