"","new_col"
"303","6IP1,7IS0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"304","6IP1,7IX1,1R1,11CU0,12CK1"
"305","6IP1,7IT0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"306","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"307","6IR0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"308","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"309","6IR0,11CV0,4IV0,7IV0,2IR0,3DF1,13BO0"
"310","6IP1,7IO0,11CU0,1S1,4IN0,14KV0,2IP0,3HX0,1AD1"
"311","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG1,1BS0,2IR0,3GN1,7JL0,1BL0"
"312","6IR0,11CV0,4IR0,7IV0,2IR0,3DF1,13BO0"
"313","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"314","6IR0,11CV0,4IZ1,1AC1,13AT1,7IX0,3FI0"
"315","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"316","6IP1,7IV0,11CU0,1S1,4IY0,14KV0,2IR1,7IV0,4IY0,3IM0,3GQ1"
"317","6IR0,11CV0,4IU0,7IZ0,2IR0,3DF1,13BO0"
"318","6IP1,7IQ0,11CU1"
"319","6IP1,7IY1,1R1,11CU1"
"320","6IR0,11CV0,4IY0,7IS0,2IR0,3DF1,13BO0"
"321","6IR0,11CV0,4JM0,7IY1,1AU0"
"322","6IR0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IZ0,9IR0"
"323","6IQ0,11CV0,4IU0,7IV0,2IR0,3DF1,13BO0"
"324","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"325","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"326","6IP1,7IV0,11CU0,1S0"
"327","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"328","6IP1,7JL0,11CU0,1S1,4IO0,14KV0,2IP0,3HX0,1AD1"
"329","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IO1,7IO1,4IY1,1AG1,1BS0,2IO1"
"330","6IT0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"331","6IP1,7JK1,1R1,11CU0,12CK0,4IV1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7JK1,13BC0"
"332","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IR1,7IO1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IS1,1BI0"
"333","6IP1,7IQ0,11CU0,1S0"
"334","6IP1,7IV0,11CU0,1S1,4IN0,14KV0,2IR1,7IV0,4IN0,3IM0,3GQ1"
"335","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV1,3GW1,7IX1,3HK1"
"336","6IP1,7JL0,11CU0,1S1,4IW0,14KV0,2IR1,7JL1,4IW0,1V1"
"337","6IN0,11CV0,4IW1,1AC1,13AT1,7IR1"
"338","6IQ0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"339","6IP1,7IQ0,11CU0,1S0"
"340","6IP1,7IZ1,1R1,11CU0,12CK0,4JM0,2IT0,3FV0,1BD1,13BJ0,3DN1,4JM0,7IZ0"
"341","6IR0,11CV0,4IU0,7IZ0,2IR0,3DF1,13BO0"
"342","6IN0,11CV0,4IW1,1AC1,13AT1,7IR1"
"343","6IN0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"344","6IR0,11CV0,4JM0,7IO0,2IO1,4JM0"
"345","6IR0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"346","6IP1,7IU0,11CU0,1S1,4IV1,3DX1,3FX0"
"347","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ1"
"348","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"349","6IR0,11CV0,4JM0,7IO0,2IP0,3DF1,13BO0"
"350","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG0,3GR1"
"351","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"352","6IN0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IR0,9IR0"
"353","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF1"
"354","6IN0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"355","6IN0,11CV0,4IR0,7IQ0,2IR0,3DF1,13BO0"
"356","6IP1,7IQ0,11CU0,1S0"
"357","6IN0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"358","6IP1,7JL0,11CU0,1S1,4JM0,14KV0,2IP0,3HX0,1AD1"
"359","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"360","6IS0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"361","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IR1,7IO1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF1"
"362","6IR0,11CV0,4JM0,7IO0,2IR0,3DF0,1BI0"
"363","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"364","6IP1,7IV0,11CU0,1S1,4IY0,14KV0,2IR1,7IV0,4IY0,3IM0,3GQ0,3GP1"
"365","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"366","6IS0,11CV0,4IU0,7IQ0,2IT0,3DF1,13BO0"
"367","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"368","6IP1,7JK1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD0,3DY0"
"369","6IN0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"370","6IP1,7IR1,1R0,4IW1,3EY0"
"371","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IS1,11CS0,14KV1,7IR1,13BC1,1AN1"
"372","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"373","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"374","6IP1,7IY1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"375","6IN0,11CV0,4IV0,7JK0,2IR0,3DF1,13BO1,7JK0"
"376","6IP1,7IT0,11CU0,1S0"
"377","6IP1,7IR1,1R1,11CU0,12CK1"
"378","6IP1,7IO0,11CU0,1S0"
"379","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"380","6IP1,7IR1,1R1,11CU0,12CK0,4JM0,2IR0,3FV1,3GW1,7IR0,13BX0,3HY0"
"381","6IN0,11CV0,4JM0,7IV0,2IP0,3DF1,13BO0"
"382","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"383","6IN0,11CV0,4JM0,7IR0,2IR0,3DF1,13BO0"
"384","6IP1,7IR1,1R1,11CU1"
"385","6IP1,7IU0,11CU0,1S1,4JM0,14KV0,2IU0,3HX1,1AS0"
"386","6IN0,11CV0,4IP1,1AC1,13AT1,7IQ1"
"387","6IP1,7IU0,11CU0,1S1,4IQ0,14JX0,2IR1,7IU0,4IQ0,3IM0,3GQ0,3GP0,3EL1,3FS1"
"388","6IR0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"389","6IS0,11CV0,4IO0,7IU0,2IP0,3DF1,13BO0"
"390","6IN0,11CV0,4IY0,7JL0,2IU0,3DF1,13BO0"
"391","6IP1,7IZ1,1R0,4JM0"
"392","6IR0,11CV0,4IO0,7IT0,2IR0,3DF1,13BO0"
"393","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IU1,11CS0,14KV1,7IR1,13BC0"
"394","6IN0,11CV0,4IY0,7IS0,2IR0,3DF1,13BO0"
"395","6IR0,11CV0,4IN0,7IQ0,2IR0,3DF1,13BO0"
"396","6IP1,7JL0,11CU0,1S0"
"397","6IR0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IX0,9IR0"
"398","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO1,7IT0"
"399","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IS1,4IY1,11CP0,3GS0"
"400","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IP1,4IZ1,11CP0,3GS1,3HW0,3HO1"
"401","6IQ0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IX0,9IR0"
"402","6IP1,7IV0,11CU0,1S1,4IU1,3DX0,3CY0"
"403","6IR0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"404","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IR0,3FV1,3GW0,7IX0,3GK1"
"405","6IR0,11CV0,4IY0,7IS0,2IP0,3DF1,13BO1,7IS0"
"406","6IR0,11CV0,4JM0,7IY1,1AU0"
"407","6IP1,7IO0,11CU0,1S0"
"408","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IP0,3HX1,1AS0"
"409","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"410","6IN0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"411","6IR0,11CV0,4IY0,7IP0,2IO1,4IY0"
"412","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD0,3DY1,3EG0"
"413","6IR0,11CV0,4IT0,7IQ0,2IR0,3DF1,13BO0"
"414","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"415","6IT0,11CV0,4IY0,7IR0,2IR0,3DF1,13BO0"
"416","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IN0,8IN0"
"417","6IP1,7IU0,11CU0,1S0"
"418","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"419","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IS1,7IQ1,4JM1,1AG1,1BS0,2IS1"
"420","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN1,7IQ1"
"421","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IT0,3FV1,3GW0,7IZ1"
"422","6IP1,7IU0,11CU0,1S1,4IV1,3DX0,3CY1,7IU1"
"423","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF0,7IR0"
"424","6IP1,7JL0,11CU0,1S1,4JM0,14KV0,2IR1,7JL1,4JM1,1AG1,1BS0,2IR0,3GN1,7JL0,1BL0"
"425","6IP1,7JL0,11CU0,1S0"
"426","6IR0,11CV0,4IU0,7IS0,2IR0,3DF1,13BO0"
"427","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IP0,3HX0,1AD1"
"428","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IX0,4IW0,1AT0,3FQ0,1Y0,1V1"
"429","6IQ0,11CV0,4IQ0,7IQ0,2IR0,3DF1,13BO0"
"430","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"431","6IP1,7IO0,11CU0,1S1,4IY0,14KV0,2IR1,7IO1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU0,3FG0"
"432","6IN0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"433","6IP1,7JL0,11CU0,1S1,4JM0,14KV0,2IR1,7JL1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN0,3DR0"
"434","6IP1,7IR1,1R1,11CU0,12CK1"
"435","6IP1,7JK1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7JK1,13BC0"
"436","6IR0,11CV0,4JM0,7IX1,1AU1,3EX1"
"437","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"438","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO1,7JL0"
"439","6IN0,11CV0,4IV0,7IV0,2IR0,3DF1,13BO0"
"440","6IR0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IQ0,9IR0"
"441","6IR0,11CV0,4IT0,7IV0,2IR0,3DF1,13BO0"
"442","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"443","6IR0,11CV0,4IN0,7IV0,2IR0,3DF1,13BO0"
"444","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"445","6IP1,7IQ0,11CU0,1S1,4IU1,3DX0,3CY1,7IQ0"
"446","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IT0,3HX0,1AD1"
"447","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV0"
"448","6IQ0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"449","6IQ0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"450","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IP0,3HX0,1AD1"
"451","6IN0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IX0,9IR0"
"452","6IP1,7IZ1,1R1,11CU1"
"453","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"454","6IN0,11CV0,4IY0,7IO0,2IO1,4IY0"
"455","6IR0,11CV0,4IU0,7IR0,2IR0,3DF0,1BI0"
"456","6IN0,11CV0,4IY0,7IX1,1AU0"
"457","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"458","6IN0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"459","6IR0,11CV0,4JM0,7IU0,2IR0,3DF1,13BO0"
"460","6IR0,11CV0,4IR0,7IV0,2IR0,3DF1,13BO0"
"461","6IR0,11CV0,4JM0,7IX1,1AU0"
"462","6IR0,11CV0,4IY0,7IS0,2IP0,3DF1,13BO0"
"463","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IP0,3HX0,1AD1"
"464","6IP1,7IO0,11CU0,1S1,4JM0,14KV0,2IR1,7IO1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"465","6IN0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"466","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"467","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"468","6IR0,11CV0,4JM0,7IY1,1AU0"
"469","6IP1,7IR1,1R1,11CU0,12CK0,4JM0,2IR0,3FV0,1BD0,3DY0"
"470","6IS0,11CV0,4IY0,7IO0,2IP0,3DF1,13BO0"
"471","6IN0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"472","6IQ0,11CV0,4IV0,7IT0,2IR0,3DF1,13BO0"
"473","6IR0,11CV0,4IV0,7IQ0,2IR0,3DF1,13BO0"
"474","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV1,3GW1,7IX1,3HK1"
"475","6IN0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"476","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"477","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IX0,4IW0,1AT0,3FQ0,1Y1"
"478","6IP1,7IR1,1R1,11CU1"
"479","6IP1,7IR1,1R1,11CU1"
"480","6IN0,11CV0,4JM0,7IT0,2IP0,3DF1,13BO0"
"481","6IP1,7JK1,1R1,11CU0,12CK0,4JM0,2IP1,4JM1,11CP0,3GS0"
"482","6IN0,11CV0,4JM0,7IU0,2IR0,3DF1,13BO1,7IU1"
"483","6IP1,7IZ1,1R0,4JM0"
"484","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC0"
"485","6IN0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"486","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"487","6IP1,7IX1,1R1,11CU0,12CK0,4IZ0,2IT0,3FV1,3GW0,7IX0,3GK0"
"488","6IN0,11CV0,4IO0,7IU0,2IR0,3DF1,13BO0"
"489","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"490","6IP1,7IV0,11CU0,1S1,4IY0,14KV0,2IR1,7IV0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS1"
"491","6IP1,7IR1,1R1,11CU0,12CK0,4IU1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IR1,13BC1,1AN1"
"492","6IP1,7IX1,1R1,11CU1"
"493","6IP1,7JK1,1R1,11CU0,12CK0,4IP0,2IP1,4IP0"
"494","6IT0,11CV0,4IQ0,7IW0,2IR0,3DF1,13BO0"
"495","6IS0,11CV0,4IV0,7IQ0,2IR0,3DF1,13BO0"
"496","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV0"
"497","6IP1,7JL0,11CU0,1S1,4JM0,14KV0,2IR1,7JL1,4JM1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"498","6IR0,11CV0,4IX1,1AC0,4IX0,3DW1"
"499","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"500","6IR0,11CV0,4IY0,7JL0,2IR0,3DF1,13BO0"
"501","6IP1,7IZ1,1R0,4JM0"
"502","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"503","6IP1,7IV0,11CU0,1S1,4IN0,14KV0,2IR1,7IV0,4IN0,3IM0,3GQ0,3GP0,3EL0"
"504","6IP1,7IY1,1R1,11CU0,12CK0,4JM0,2IP1,4JM1,11CP0,3GS1,3HW0,3HO0,1AF0"
"505","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"506","6IR0,11CV0,4JM0,7IQ0,2IR0,3DF1,13BO0"
"507","6IN0,11CV0,4JM0,7IR0,2IT0,3DF1,13BO0"
"508","6IS0,11CV0,4IY0,7IV0,2IT0,3DF0,1BI0"
"509","6IT0,11CV0,4IO0,7IO0,2IR0,3DF1,13BO0"
"510","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ1"
"511","6IN0,11CV0,4IV0,7IQ0,2IO1,4IV1"
"512","6IR0,11CV0,4IO0,7IU0,2IR0,3DF1,13BO0"
"513","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL0"
"514","6IP1,7JK1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF0,7JK0"
"515","6IP1,7IV0,11CU0,1S1,4IO0,14JX0,2IR1,7IV0,4IO0,3IM0,3GQ0,3GP0,3EL1,3FS0,3FJ0,1BP0"
"516","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"517","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IR1,11CS0,14KV1,7IZ1,13BC0"
"518","6IP1,7IX1,1R1,11CU0,12CK0,4JM0,2IR0,3FV1,3GW1,7IX1,3HK1"
"519","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO0"
"520","6IP1,7IX1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"521","6IR0,11CV0,4IY0,7IT0,2IR0,3DF0,1BI0"
"522","6IP1,7IR1,1R1,11CU0,12CK0,4IZ0,2IS1,4IZ1,11CP1"
"523","6IS0,11CV0,4IS1,1AC1,13AT0,1BS0,4IS0,7IV0,9IR0"
"524","6IS0,11CV0,4IY0,7IQ0,2IT0,3DF1,13BO0"
"525","6IN0,11CV0,4IZ1,1AC1,13AT0,1BS0,4IZ0,7IR0,9IR0"
"526","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"527","6IP1,7IX1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD1,13BJ0,3DN1,4IY0,7IX1,3EM0"
"528","6IR0,11CV0,4IO0,7IZ0,2IR0,3DF1,13BO0"
"529","6IP1,7IQ0,11CU0,1S1,4IV1,3DX0,3CY0"
"530","6IR0,11CV0,4IX1,1AC0,4IX0,3DW1"
"531","6IP1,7IR1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"532","6IN0,11CV0,4IU0,7IZ0,2IT0,3DF0,1BI0"
"533","6IR0,11CV0,4IW1,1AC1,13AT0,1BS0,4IW0,7IX0,9IR0"
"534","6IP1,7IQ0,11CU0,1S0"
"535","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD1,13BJ0,3DN0,1BN1"
"536","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"537","6IP1,7IU0,11CU0,1S0"
"538","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"539","6IR0,11CV0,4JM0,7IZ0,2IR0,3DF1,13BO0"
"540","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO1,7IO0"
"541","6IR0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"542","6IP1,7IQ0,11CU0,1S1,4IN0,14KV0,2IR1,7IQ1,4IN1,1AG1,1BS0,2IR0,3GN0,13AY1,1AU1"
"543","6IN0,11CV0,4IW1,1AC1,13AT1,7IX0,3FI0"
"544","6IR0,11CV0,4IS1,1AC1,13AT1,7JL1"
"545","6IP1,7IX1,1R1,11CU1"
"546","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"547","6IR0,11CV0,4IY0,7IZ0,2IR0,3DF1,13BO0"
"548","6IP1,7IX1,1R1,11CU0,12CK1"
"549","6IR0,11CV0,4JM0,7JK0,2IR0,3DF1,13BO0"
"550","6IR0,11CV0,4IW1,1AC1,13AT1,7IX0,3FI0"
"551","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"552","6IR0,11CV0,4JM0,7IO0,2IR0,3DF1,13BO0"
"553","6IN0,11CV0,4IS1,1AC1,13AT0,1BS0,4IS0,7IV0,9IR0"
"554","6IP1,7IV0,11CU0,1S1,4IT0,14KV0,2IP0,3HX0,1AD1"
"555","6IR0,11CV0,4IU0,7IS0,2IT0,3DF1,13BO0"
"556","6IR0,11CV0,4IY0,7IO0,2IR0,3DF1,13BO0"
"557","6IP1,7IQ0,11CU0,1S1,4IZ0,14KV0,2IR1,7IQ1,4IZ1,1AG1,1BS0,2IR0,3GN1,7IQ1"
"558","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"559","6IS0,11CV0,4IY0,7IR0,2IP0,3DF1,13BO0"
"560","6IR0,11CV0,4IN0,7IV0,2IR0,3DF1,13BO0"
"561","6IN0,11CV0,4IZ1,1AC1,13AT1,7IX0,3FI1,1BJ1"
"562","6IR0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"563","6IP1,7IT0,11CU0,1S0"
"564","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"565","6IR0,11CV0,4IW1,1AC0,4IW0,3DW0,3DV0"
"566","6IR0,11CV0,4IY0,7IT0,2IR0,3DF1,13BO1,7IT0"
"567","6IP1,7JL0,11CU0,1S1,4IY0,14KV0,2IR1,7JL1,4IY1,1AG0,3GR1"
"568","6IP1,7IR1,1R1,11CU0,12CK0,4IY0,2IT0,3FV0,1BD1,13BJ0,3DN1,4IY0,7IR0"
"569","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ0,2IS0"
"570","6IP1,7IX1,1R1,11CU1"
"571","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"572","6IT0,11CV0,4IO0,7IV0,2IR0,3DF1,13BO0"
"573","6IT0,11CV0,4IT0,7IW0,2IR0,3DF1,13BO0"
"574","6IP1,7JL0,11CU0,1S0"
"575","6IQ0,11CV0,4IT0,7IT0,2IR0,3DF1,13BO0"
"576","6IR0,11CV0,4IY0,7IS0,2IR0,3DF1,13BO1,7IS0"
"577","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IR0,3FV0,1BD0,3DY1,3EG1,1AF0,7IZ1"
"578","6IP1,7IZ1,1R1,11CU0,12CK0,4IY0,2IT0,3FV1,3GW1,7IZ0,13BX0,3HY0"
"579","6IP1,7IR1,1R1,11CU0,12CK0,4JM0,2IR0,3FV1,3GW0,7IR1"
"580","6IP1,7IZ1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN1"
"581","6IR0,11CV0,4JM0,7IV0,2IT0,3DF1,13BO0"
"582","6IS0,11CV0,4IN0,7IV0,2IP0,3DF1,13BO0"
"583","6IP1,7IQ0,11CU1"
"584","6IP1,7IO0,11CU0,1S1,4IW0,14KV0,2IR1,7IO1,4IW0,1V0"
"585","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IT0,3HX0,1AD1"
"586","6IR0,11CV0,4IY0,7IV0,2IR0,3DF1,13BO0"
"587","6IR0,11CV0,4IW1,1AC0,4IW0,3DW1"
"588","6IP1,7IR1,1R1,11CU1"
"589","6IP1,7JL0,11CU0,1S1,4IR0,14IS0,2IS1,7JL1,4IR0,1V1"
"590","6IP1,7IX1,1R1,11CU0,12CK0,4IX1,3DQ1,3HN1"
"591","6IN0,11CV0,4IY0,7IQ0,2IR0,3DF1,13BO0"
"592","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS0,2IR0,3GN0,13AY0,12CF0,11CN0,1AN1,9IR0,8IN0"
"593","6IR0,11CV0,4JM0,7IT0,2IR0,3DF1,13BO0"
"594","6IP1,7IZ1,1R1,11CU1"
"595","6IP1,7IQ0,11CU0,1S1,4JM0,14KV0,2IR1,7IQ1,4JM1,1AG0,3GR0,3FM0"
"596","6IS0,11CV0,4IX1,1AC1,13AT0,1BS0,4IX1"
"597","6IN0,11CV0,4IY0,7IO0,2IP0,3DF1,13BO0"
"598","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG1,1BS1"
"599","6IP1,7JK1,1R1,11CU0,12CK0,4IW1,3DQ1,3HN0,3GV0,2IU1,11CS0,14KV1,7JK1,13BC0"
"600","6IR0,11CV0,4JM0,7IV0,2IR0,3DF1,13BO0"
"601","6IR0,11CV0,4IY0,7IR0,2IR0,3DF1,13BO0"
"602","6IP1,7IX1,1R1,11CU0,12CK0,4IX1,3DQ1,3HN1"
"603","6IS0,11CV0,4JM0,7IR0,2IU0,3DF1,13BO0"
"604","6IR0,11CV0,4IY0,7IU0,2IR0,3DF1,13BO0"
"605","6IR0,11CV0,4JM0,7IO0,2IU0,3DF1,13BO0"
"606","6IP1,7IQ0,11CU0,1S1,4IY0,14KV0,2IR1,7IQ1,4IY1,1AG0,3GR0,3FM0"
"607","6IP1,7IQ0,11CU0,1S1,4IS0,14KV0,2IR1,7IQ1,4IS0,1V1"
"608","6IP1,7IU0,11CU0,1S1,4IY0,14KV0,2IR1,7IU0,4IY0,3IM0,3GQ0,3GP0,3EL1,3FS0,3FJ1"
"609","6IP1,7IT0,11CU0,1S1,4IP0,14KV0,2IT0,3HX1,1AS1"
