"","index","paths"
"10186",2426,"4K1,1DE1,7H1"
"10187",4718,"4K1,1DE1,7T1"
"10188",19944,"4C0,13EO0,3ADV0"
"10189",24049,"4O1,1DE1,7W1"
"10190",20133,"4K1,1DE1,7U1"
"10191",1541,"4K1,1DE0"
"10192",20579,"4F0,13EO1,1ADW1"
"10193",29519,"4J0,13EO0,3ADV0"
"10194",3121,"4F0,13EO0,3ADV0"
"10195",28586,"4M0,13EO0,3ADV0"
"10196",12333,"4D0,13EO0,3ADV1,7D0"
"10197",24977,"4J0,13EO0,3ADV0"
"10198",5333,"4K1,1DE0"
"10199",2569,"4K1,1DE0"
"10200",21250,"4G1,1DE1,7U1"
"10201",205,"4F0,13EO1,1ADW0"
"10202",22088,"6E1,7G1"
"10203",1208,"6E1,7O0,4M0,3ADX0"
"10204",23560,"6A0"
"10205",1569,"6E1,7T0,4M0,3ADX1"
"10206",20179,"6A0"
"10207",2703,"6E1,7O0,4M0,3ADX1"
"10208",4269,"6A0"
"10209",25230,"6E1,7L0,4K1,2A1,7L0"
"10210",16421,"6C0"
"10211",28904,"6E1,7U1"
"10212",13339,"6E1,7J1"
"10213",284,"6C0"
"10214",11286,"6T0"
"10215",1771,"6T0"
"10216",3984,"6E1,7A1"
"10217",23848,"6L0"
"10218",24087,"6A0"
"10219",17317,"6C0"
"10220",27498,"6A0"
"10221",12244,"6C0"
"10222",22058,"6E1,7W1"
"10223",28070,"6E1,7O0,4K1,2A1,7O1"
"10224",25067,"6C0"
"10225",29837,"6D0"
"10226",31888,"6E1,7T0,4C0,3ADX1"
"10227",10923,"6E1,7T0,4K1,2L0"
"10228",19401,"6L0"
"10229",4994,"6A0"
"10230",14451,"6A0"
"10231",12436,"6E1,7T0,4K1,2J1,7T1"
"10232",32121,"6A0"
"10233",3461,"6E1,7T0,4K1,2A1,7T1"
"10234",3757,"6C0"
"10235",28290,"6A0"
"10236",23022,"6C0"
"10237",8391,"6C0"
"10238",22372,"6A0"
"10239",10625,"6E1,7T0,4G1,2A1,7T1"
"10240",17416,"6E1,7G1"
"10241",6346,"6C0"
"10242",22535,"6A0"
"10243",11420,"6E1,7W1"
"10244",25605,"6E1,7W1"
"10245",9646,"6T0"
"10246",2829,"6E1,7A1"
"10247",2625,"6E1,7T0,4H1,2A1,7T1"
"10248",21506,"6E1,7A1"
"10249",1491,"6E1,7O0,4F0,3ADX1"
"10250",6288,"6A0"
"10251",206,"6D0"
"10252",19888,"7U1,6E1,4F1,2A1"
"10253",493,"7A1,6A0,12ADY0"
"10254",16122,"7O0,2A0"
"10255",18803,"7J1,6L0,12ADY0"
"10256",30970,"7T1,6E1,4G1,2A1"
"10257",9587,"7D0,2L0"
"10258",30561,"7A1,6E1,4F1,2E0,1LT1"
"10259",23783,"7T1,6E1,4F1,2A1"
"10260",21285,"7T1,6A0,12ADY0"
"10261",92,"7T1,6C0,12ADY0"
"10262",22329,"7H1,6E1,4K0,3ADZ1,1CO1,1BI0"
"10263",13161,"7U1,6A0,12ADY0"
"10264",2596,"7L0,2A0"
"10265",19505,"7J1,6E1,4F1,2J1"
"10266",8969,"7O0,2A0"
"10267",5634,"7J1,6A0,12ADY0"
"10268",8469,"7J1,6E1,4G1,2A1"
"10269",5212,"7H1,6E1,4C1,2A1"
"10270",13127,"7G0,2L0"
"10271",16781,"7A1,6A0,12ADY0"
"10272",23697,"7T1,6E1,4K0,3ADZ1,1CO0"
"10273",24831,"7W0,2E0"
"10274",27294,"7A1,6E1,4K0,3ADZ0"
"10275",15374,"7O0,2A0"
"10276",27237,"7X0,2A0"
"10277",31519,"7T1,6T0,12ADY0"
"10278",13497,"7W0,2A0"
"10279",11004,"7A1,6A0,12ADY1"
"10280",6128,"7J1,6C0,12ADY0"
"10281",21464,"7J1,6C0,12ADY0"
"10282",2155,"7M0,2A0"
"10283",29280,"7G0,2E0"
"10284",6792,"7O0,2A0"
"10285",12084,"7T1,6E1,4K0,3ADZ1,1CO1,1BI0"
"10286",14865,"7O0,2D1"
"10287",5363,"7T1,6E1,4K0,3ADZ1,1CO1,1BI1"
"10288",15938,"7G0,2H0"
"10289",22317,"7U1,6E1,4K0,3ADZ0"
"10290",17457,"7O0,2A0"
"10291",15682,"7T1,6E1,4K0,3ADZ0"
"10292",333,"7G0,2A0"
"10293",16351,"7O0,2A0"
"10294",19118,"7W0,2A0"
"10295",10964,"7T1,6E1,4F1,2E0,1LT0"
"10296",15819,"7T1,6C0,12ADY0"
"10297",4159,"7M0,2A0"
"10298",17930,"7O0,2A0"
"10299",8519,"7U1,6A0,12ADY0"
"10300",18374,"7T1,6E1,4K0,3ADZ1,1CO1,1BI0"
"10301",207,"7U1,6E1,4F1,2A1"
"10302",10639,"6A0,4F0"
"10303",5471,"6C0,4K0"
"10304",21900,"6L1,7J0,1CH1"
"10305",5537,"6E1,7U0,1CH1"
"10306",5615,"6A0,4O1"
"10307",28302,"6E1,7W1,13FV1,12AEF0"
"10308",20906,"6A0,4M0"
"10309",14904,"6E1,7A1,13FV0,1GM1,7A0,1AEG1"
"10310",11275,"6A0,4K0"
"10311",727,"6E1,7O1,13FV0,1GM1,7O0,1AEG0"
"10312",19732,"6A0,4W0"
"10313",27983,"6L1,7G0,1CH1"
"10314",23708,"6A0,4F0"
"10315",28835,"6E1,7U0,1CH1"
"10316",7951,"6E1,7L1,13FV0,1GM0"
"10317",6548,"6L1,7O1,13FV1,12AEF0"
"10318",16464,"6A0,4J0"
"10319",29939,"6C0,4F0"
"10320",22474,"6E1,7G0,1CH1"
"10321",3224,"6C0,4M0"
"10322",30004,"6A0,4F0"
"10323",32332,"6C0,4K0"
"10324",3090,"6E1,7O1,13FV1,12AEF0"
"10325",29283,"6E1,7W1,13FV0,1GM0"
"10326",31905,"6A0,4C0"
"10327",30647,"6E1,7A1,13FV0,1GM1,7A0,1AEG0"
"10328",19359,"6C0,4K0"
"10329",29280,"6A0,4C0"
"10330",21205,"6E1,7T0,1CH1"
"10331",13555,"6E1,7H1,13FV0,1GM1,7H1"
"10332",30176,"6A0,4H0"
"10333",29742,"6E1,7W1,13FV1,12AEF0"
"10334",28434,"6E1,7W1,13FV1,12AEF0"
"10335",29972,"6E1,7O1,13FV1,12AEF0"
"10336",13600,"6E1,7O1,13FV1,12AEF0"
"10337",13290,"6E1,7A1,13FV1,12AEF0"
"10338",1406,"6E1,7G0,1CH0"
"10339",16588,"6C0,4M0"
"10340",30819,"6C0,4F0"
"10341",22057,"6E1,7U0,1CH1"
"10342",32352,"6T0,4D0"
"10343",6987,"6E1,7L1,13FV0,1GM1,7L1"
"10344",12338,"6E1,7A1,13FV1,12AEF0"
"10345",4649,"6A0,4F0"
"10346",5100,"6E1,7K1,13FV0,1GM1,7K1"
"10347",15846,"6A0,4K0"
"10348",6388,"6E1,7W1,13FV1,12AEF1"
"10349",8251,"6C0,4M0"
"10350",6167,"6A0,4M0"
"10351",208,"6C0,4K0"
"10352",1417,"7G0"
"10353",1428,"7G0"
"10354",14275,"7A1,6A0,2A0,4M0"
"10355",28249,"7G0"
"10356",20715,"7H0"
"10357",12534,"7A1,6C1,4K1,7A0,1MT0,2L1"
"10358",15572,"7A1,6E1,4F1,7A0,1MT0,2J0,4F1,1BF1"
"10359",22747,"7A1,6A0,2A0,4M0"
"10360",28799,"7W1,6C1,4O1,7W1"
"10361",29200,"7O1,6A0,2A0,4F0"
"10362",4861,"7W1,6D0,2E0,4M0"
"10363",2981,"7A1,6A0,2A0,4O1,1DE1"
"10364",17137,"7K1,6E1,4F1,7K1"
"10365",14363,"7O1,6E1,4K1,7O0,1MT0,2D0,4K0"
"10366",30061,"7G0"
"10367",1362,"7T1,6E1,4K1,7T1"
"10368",23629,"7D0"
"10369",9571,"7J0"
"10370",29678,"7U1,6C1,4D0"
"10371",6465,"7A1,6A0,2A0,4O1,1DE0"
"10372",31210,"7U1,6A0,2A0,4G0"
"10373",4982,"7J0"
"10374",13660,"7U1,6L0,2E0,4K0"
"10375",24805,"7W1,6A0,2D0,4M0"
"10376",6000,"7T1,6A0,2A0,4K0"
"10377",12247,"7U1,6E1,4K1,7U1"
"10378",32314,"7H0"
"10379",19652,"7K1,6A0,2A0,4K0"
"10380",6090,"7J0"
"10381",17078,"7O1,6E1,4M1,7O0,1MT1"
"10382",19716,"7J0"
"10383",18512,"7A1,6E1,4U1,7A0,1MT0,2A0,4U1,1BF0"
"10384",15574,"7U1,6E1,4D0"
"10385",17199,"7U1,6E1,4K1,7U1"
"10386",16297,"7J0"
"10387",20809,"7O1,6A0,2A0,4F0"
"10388",1861,"7O1,6C1,4K1,7O0,1MT0,2A0,4K0"
"10389",27242,"7O1,6A0,2A0,4F0"
"10390",29557,"7H0"
"10391",11210,"7G0"
"10392",23883,"7A1,6A0,2A0,4M0"
"10393",19560,"7A1,6A0,2J1"
"10394",8889,"7T1,6E1,4D0"
"10395",18080,"7L1,6A0,2A0,4K0"
"10396",29930,"7A1,6E1,4M1,7A0,1MT0,2A0,4M0"
"10397",22336,"7W1,6E1,4M1,7W1"
"10398",1315,"7L1,6E1,4F1,7L1"
"10399",27097,"7O1,6C1,4M1,7O0,1MT0,2A0,4M0"
"10400",30889,"7O1,6E1,4F1,7O0,1MT0,2A0,4F1,1BF0"
"10401",209,"7G0"
"10402",31208,"7W1,2A0,1IY1,1AO0"
"10403",10848,"7A1,2A0,1IY0"
"10404",7172,"7W1,2A0,1IY0"
"10405",20592,"7H0,2A0,4F0,9A0,7H0"
"10406",31919,"7H0,2A0,4F0,9J1,13AI1"
"10407",12866,"7T0,2A0,4O0,9J1,13AI0"
"10408",22048,"7J0,2A0,4K0,9A0,7J0"
"10409",28955,"7U0,2A0,4K0,9A0,7U1,1FV1,1AO0"
"10410",5436,"7H0,2A0,4L0,9J1,13AI0"
"10411",8325,"7U0,2A0,4K0,9A0,7U1,1FV0"
"10412",25120,"7O0,2D1"
"10413",4540,"7W1,2H1,1AY0"
"10414",14612,"7T0,2H0,4K0,9E0,7T0"
"10415",1639,"7W1,2D1,1AY0"
"10416",719,"7O0,2A0,4F0,9A0,7O0"
"10417",26309,"7G0,2L0,4K0,9A0,7G0"
"10418",24729,"7J0,2A0,4K0,9A0,7J0"
"10419",18491,"7W1,2A0,1IY0"
"10420",11562,"7W1,2H1,1AY0"
"10421",15017,"7M0,2A0,4K0,9E0,7M0"
"10422",16904,"7J0,2J0,4M1"
"10423",8746,"7U0,2J0,4K0,9A0,7U1,1FV1,1AO1"
"10424",26307,"7H0,2A0,4C0,9A0,7H0"
"10425",12238,"7O0,2A0,4K0,9E0,7O0"
"10426",1444,"7T0,2A0,4G0,9A0,7T0"
"10427",1381,"7J0,2A0,4F0,9A0,7J0"
"10428",23417,"7A1,2L1,1AY0"
"10429",21330,"7U0,2A0,4K0,9A0,7U1,1FV0"
"10430",16991,"7T0,2A0,4G0,9A0,7T0"
"10431",1331,"7H0,2A0,4K0,9A0,7H0"
"10432",846,"7W1,2A0,1IY0"
"10433",31604,"7H0,2A0,4F0,9A0,7H0"
"10434",21018,"7U0,2L0,4K0,9A0,7U1,1FV0"
"10435",4253,"7T0,2A0,4F0,9A0,7T0"
"10436",20961,"7U0,2A0,4K0,9A0,7U1,1FV0"
"10437",15418,"7U0,2L0,4H0,9E0,7U1,1FV1,1AO1"
"10438",4036,"7W1,2L1,1AY0"
"10439",14740,"7A1,2D1,1AY0"
"10440",13368,"7A1,2A0,1IY1,1AO1"
"10441",31257,"7D1,2L1,1AY0"
"10442",16428,"7T0,2L0,4E0,9E0,7T0"
"10443",9387,"7A1,2L1,1AY0"
"10444",20395,"7H0,2A0,4K0,9A0,7H0"
"10445",3977,"7D1,2L1,1AY1"
"10446",30673,"7W1,2E1,1AY0"
"10447",28552,"7W1,2A0,1IY1,1AO0"
"10448",26176,"7G0,2J0,4K0,9E0,7G0"
"10449",9158,"7O0,2A0,4K0,9A0,7O0"
"10450",2654,"7J0,2A0,4F0,9J1,13AI0"
"10451",210,"7W1,2A0,1IY0"
"10452",32208,"1GM0,7G0"
"10453",22410,"1GM0,7A0"
"10454",23155,"1GM0,7G0"
"10455",32247,"1GM0,7D1"
"10456",29598,"1GM0,7J0"
"10457",25786,"1GM1,7A1,4M1"
"10458",19380,"1GM1,7U0"
"10459",20444,"1GM0,7W0"
"10460",7924,"1GM0,7J0"
"10461",26308,"1GM0,7W0"
"10462",24684,"1GM1,7W1,4F1"
"10463",22983,"1GM0,7G0"
"10464",17023,"1GM1,7A1,4U0,3AEH1,11CL1"
"10465",25846,"1GM0,7K0"
"10466",2723,"1GM0,7L0"
"10467",29345,"1GM0,7G0"
"10468",13522,"1GM1,7A1,4M1"
"10469",21927,"1GM0,7L0"
"10470",28499,"1GM0,7A0"
"10471",6720,"1GM0,7H0"
"10472",14711,"1GM0,7G0"
"10473",20121,"1GM1,7W1,4O1"
"10474",11563,"1GM1,7T1,4M1"
"10475",10589,"1GM0,7J0"
"10476",14125,"1GM0,7J0"
"10477",16313,"1GM0,7G0"
"10478",7379,"1GM0,7G0"
"10479",3343,"1GM1,7G0"
"10480",21884,"1GM1,7O1,4K0,3AEH0"
"10481",27783,"1GM1,7W1,4U0,3AEH1,11CL0"
"10482",26227,"1GM0,7A0"
"10483",24668,"1GM0,7O0"
"10484",8160,"1GM0,7X0"
"10485",853,"1GM1,7O1,4K0,3AEH1,11CL0"
"10486",30632,"1GM1,7U0"
"10487",20571,"1GM0,7H0"
"10488",26583,"1GM0,7J0"
"10489",15488,"1GM1,7W1,4M1"
"10490",17303,"1GM1,7G0"
"10491",14128,"1GM0,7G0"
"10492",15124,"1GM0,7T0"
"10493",7474,"1GM0,7J0"
"10494",25284,"1GM1,7A1,4F1"
"10495",26153,"1GM0,7O0"
"10496",24114,"1GM1,7T1,4K0,3AEH0"
"10497",16359,"1GM1,7H0"
"10498",31117,"1GM1,7A1,4L0,3AEH1,11CL0"
"10499",7482,"1GM1,7K0"
"10500",1599,"1GM0,7H0"
"10501",211,"1GM0,7A0"
"10502",23953,"4W1,1UX1"
"10503",3512,"4L0,2A0"
"10504",18038,"4K0,2L0"
"10505",13067,"4K0,2J0"
"10506",18530,"4H0,2L0"
"10507",21206,"4H0,2E1,1BS0"
"10508",27310,"4E0,2A0"
"10509",31849,"4G1,1UX1"
"10510",24707,"4K0,2A0"
"10511",9641,"4W1,1UX0,1AQ0,7W0"
"10512",31288,"4F1,1UX0,1AQ1"
"10513",31443,"4F1,1UX1"
"10514",21701,"4K0,2A0"
"10515",2902,"4M1,1UX1"
"10516",2782,"4F1,1UX1"
"10517",9057,"4L0,2A0"
"10518",18809,"4K0,2A0"
"10519",24226,"4H0,2A0"
"10520",3498,"4F1,1UX0,1AQ0,7T1,3AEI0"
"10521",5281,"4F1,1UX0,1AQ0,7K0"
"10522",1735,"4G1,1UX0,1AQ0,7O1,3AEI1"
"10523",6656,"4F1,1UX0,1AQ0,7T1,3AEI0"
"10524",5510,"4H0,2H0"
"10525",24086,"4M1,1UX0,1AQ0,7A0"
"10526",6507,"4K0,2A0"
"10527",32117,"4C0,2A0"
"10528",6810,"4F1,1UX0,1AQ1"
"10529",3530,"4K0,2A0"
"10530",11584,"4F1,1UX0,1AQ0,7G0"
"10531",13184,"4F1,1UX0,1AQ1"
"10532",22721,"4U1,1UX0,1AQ0,7O1,3AEI0"
"10533",21616,"4M1,1UX0,1AQ0,7O1,3AEI1"
"10534",23700,"4K0,2A0"
"10535",3172,"4O1,1UX0,1AQ1"
"10536",1111,"4O1,1UX0,1AQ0,7O1,3AEI0"
"10537",2277,"4H0,2A0"
"10538",9008,"4K0,2A0"
"10539",16778,"4K0,2A0"
"10540",23388,"4F1,1UX0,1AQ1"
"10541",16551,"4H0,2A0"
"10542",10481,"4K0,2E1,1BS1"
"10543",17303,"4K0,2A0"
"10544",10243,"4F1,1UX0,1AQ1"
"10545",13294,"4M1,1UX0,1AQ0,7W0"
"10546",7885,"4K0,2A0"
"10547",17124,"4K0,2A0"
"10548",15713,"4M1,1UX0,1AQ0,7J1,3AEI0"
"10549",23831,"4F1,1UX0,1AQ1"
"10550",21524,"4O1,1UX1"
"10551",212,"4J0,2A0"
"10552",11113,"6A0"
"10553",27411,"6A0"
"10554",14522,"6A0"
"10555",30193,"6E1,14AR1,1CF1,3AEJ1"
"10556",20070,"6A0"
"10557",18450,"6E1,14AR1,1CF0"
"10558",17180,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4O1"
"10559",21309,"6A0"
"10560",684,"6D0"
"10561",1496,"6E1,14AR1,1CF1,3AEJ1"
"10562",2706,"6C0"
"10563",31604,"6A0"
"10564",18204,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4K1"
"10565",5845,"6A0"
"10566",17795,"6E1,14AR1,1CF0"
"10567",9840,"6C0"
"10568",25797,"6E1,14AR1,1CF1,3AEJ1"
"10569",21373,"6A0"
"10570",29504,"6A0"
"10571",17957,"6D0"
"10572",23922,"6E1,14GR0"
"10573",4789,"6E1,14AR1,1CF1,3AEJ0,1AS0"
"10574",20336,"6E1,14AR1,1CF1,3AEJ1"
"10575",32320,"6L0"
"10576",1613,"6E1,14M1,1CF1,3AEJ0,1AS1,3AEK0,4O1"
"10577",3063,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4F0,1BF0"
"10578",18299,"6A0"
"10579",15682,"6E1,14AU0"
"10580",23674,"6E1,14GR0"
"10581",17296,"6A0"
"10582",8521,"6A0"
"10583",12325,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4K1"
"10584",18774,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4M1"
"10585",8224,"6E1,14AR1,1CF1,3AEJ1"
"10586",26809,"6C0"
"10587",18854,"6E1,14AR1,1CF1,3AEJ1"
"10588",26485,"6A0"
"10589",28771,"6A0"
"10590",25357,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4O1"
"10591",13742,"6L0"
"10592",27428,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4K1"
"10593",23920,"6E1,14AR1,1CF1,3AEJ1"
"10594",5017,"6C0"
"10595",24035,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4M1"
"10596",31731,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK0,4F0,1BF1"
"10597",22890,"6A0"
"10598",11486,"6T1,14AR1,1CF1,3AEJ1"
"10599",20858,"6E1,14AR1,1CF1,3AEJ0,1AS1,3AEK1"
"10600",32353,"6E1,14AEL0"
"10601",213,"6A0"
"10602",13721,"8C1,7H0,4K1,1AX1,1DT1,13DT0,2A0"
"10603",17990,"8J0"
"10604",18877,"8C1,7T0,4K1,1AX1,1DT0"
"10605",11813,"8J0"
"10606",16247,"8C1,7W1"
"10607",9375,"8D0"
"10608",7414,"8C1,7W1"
"10609",25154,"8J0"
"10610",20193,"8C1,7H0,4F1,1AX1,1DT0"
"10611",19546,"8J0"
"10612",997,"8J0"
"10613",15461,"8C1,7W1"
"10614",3998,"8C1,7T0,4K1,1AX1,1DT0"
"10615",23463,"8J0"
"10616",19592,"8J0"
"10617",31808,"8C1,7X1"
"10618",20618,"8T0"
"10619",22513,"8C1,7L0,4T0"
"10620",27576,"8A0"
"10621",32545,"8J0"
"10622",1803,"8J0"
"10623",2231,"8C1,7O1"
"10624",6672,"8J0"
"10625",6096,"8A0"
"10626",19142,"8D0"
"10627",13266,"8C1,7H0,4K1,1AX1,1DT1,13DT1"
"10628",19903,"8T0"
"10629",26950,"8C1,7U0,4K1,1AX0"
"10630",29338,"8T0"
"10631",2891,"8T0"
"10632",2975,"8C1,7T0,4J0"
"10633",8912,"8J0"
"10634",1492,"8J0"
"10635",29573,"8J0"
"10636",10713,"8J0"
"10637",16794,"8C1,7T0,4J0"
"10638",15016,"8C1,7X1"
"10639",5285,"8T0"
"10640",14498,"8A0"
"10641",21355,"8C1,7T0,4F1,1AX1,1DT1,13DT0,2A0"
"10642",12108,"8C1,7K0,4H0"
"10643",15633,"8C1,7T0,4G1,1AX1,1DT1,13DT1"
"10644",31259,"8T0"
"10645",12585,"8C1,7W1"
"10646",24160,"8C1,7D0,4K1,1AX1,1DT0"
"10647",32087,"8C1,7T0,4J0"
"10648",23037,"8C1,7U0,4H0"
"10649",23898,"8C1,7T0,4F1,1AX1,1DT1,13DT0,2E1"
"10650",30014,"8C1,7K0,4M0"
"10651",214,"8J0"
"10652",21210,"8C1,7H1,13EG1"
"10653",21137,"8J0"
"10654",7652,"8C1,7T0,4F1,2J0"
"10655",26917,"8T0"
"10656",23991,"8D1,7G1,13EG1"
"10657",11484,"8C1,7J1,13EG1"
"10658",5522,"8C1,7U0,4F1,2A1"
"10659",7582,"8T0"
"10660",19867,"8C1,7O1,13EG1"
"10661",660,"8C1,7H1,13EG1"
"10662",25508,"8J0"
"10663",2192,"8J0"
"10664",23050,"8J0"
"10665",5204,"8T0"
"10666",8684,"8J0"
"10667",24845,"8C1,7T0,4K0"
"10668",27225,"8J0"
"10669",17651,"8C1,7J1,13EG1"
"10670",29760,"8C1,7H1,13EG1"
"10671",8741,"8C1,7A0,4M1,2A1"
"10672",27212,"8C1,7D0,4K0"
"10673",8437,"8E0"
"10674",12377,"8C1,7X1,13EG1"
"10675",3741,"8C1,7G1,13EG1"
"10676",5726,"8D1,7A0,4K0"
"10677",2318,"8J0"
"10678",21899,"8C1,7G1,13EG0"
"10679",30541,"8T0"
"10680",8672,"8J0"
"10681",15797,"8J0"
"10682",6492,"8C1,7U0,4K0"
"10683",22853,"8T0"
"10684",5074,"8C1,7W1,13EG1"
"10685",32228,"8T0"
"10686",22498,"8C1,7L0,4C0"
"10687",30250,"8C1,7A0,4F1,2H1"
"10688",26151,"8C1,7W1,13EG1"
"10689",9043,"8J0"
"10690",825,"8C1,7A0,4K0"
"10691",30348,"8C1,7A0,4M1,2L0"
"10692",13559,"8C1,7W1,13EG1"
"10693",31517,"8C1,7K1,13EG1"
"10694",3442,"8J0"
"10695",27592,"8T0"
"10696",15364,"8E0"
"10697",21426,"8C1,7T0,4K0"
"10698",16611,"8T0"
"10699",3306,"8J0"
"10700",13872,"8C1,7D0,4F1,2L0"
"10701",215,"8T0"
"10702",20466,"7W1,1Z1,3AEM1,3AEN0,4U1"
"10703",6750,"7G0,12KT0,8J0,4K0"
"10704",22718,"7G0,12KT0,8T0,4F0"
"10705",15574,"7U0,12KT0,8C0,4D0"
"10706",14709,"7A0,12KT0,8T0,4K0"
"10707",14686,"7X0,12KT0,8A0,4O1,3AEO0"
"10708",19972,"7A0,12KT0,8E0,4M0"
"10709",32502,"7G0,12KT0,8C0,4L0"
"10710",3861,"7O0,12KT1"
"10711",12671,"7H0,12KT0,8C0,4D0"
"10712",3391,"7W1,1Z1,3AEM1,3AEN0,4W1"
"10713",15238,"7O0,12KT0,8J0,4F0"
"10714",3998,"7T1,1Z1,3AEM1,3AEN1"
"10715",17296,"7O0,12KT0,8T0,4F0"
"10716",3168,"7W1,1Z1,3AEM1,3AEN0,4O1"
"10717",19470,"7G0,12KT0,8J0,4K0"
"10718",10592,"7T1,1Z0"
"10719",15952,"7J0,12KT0,8D1,1IY0"
"10720",17822,"7W1,1Z1,3AEM0,1AH1,1DY1"
"10721",17739,"7O0,12KT0,8J0,4L0"
"10722",25495,"7G0,12KT0,8J0,4H0"
"10723",17909,"7T1,1Z1,3AEM1,3AEN0,4K1"
"10724",31066,"7K1,1Z1,3AEM0,1AH1,1DY0"
"10725",3705,"7W1,1Z1,3AEM0,1AH0"
"10726",20640,"7L1,1Z1,3AEM1,3AEN0,4K1"
"10727",4799,"7U0,12KT0,8J0,4K0"
"10728",2237,"7X0,12KT0,8D1,1IY1"
"10729",4339,"7W1,1Z1,3AEM1,3AEN0,4U1"
"10730",17349,"7H0,12KT0,8A0,4M0"
"10731",24191,"7O0,12KT0,8C0,4O1,3AEO0"
"10732",29844,"7W1,1Z1,3AEM1,3AEN0,4K1"
"10733",21179,"7H0,12KT0,8T0,4A0"
"10734",9313,"7T1,1Z1,3AEM1,3AEN0,4K1"
"10735",32324,"7T1,1Z0"
"10736",11278,"7A0,12KT0,8T0,4G0"
"10737",482,"7T1,1Z1,3AEM0,1AH0"
"10738",23861,"7O0,12KT0,8C0,4K0"
"10739",28790,"7O0,12KT0,8J0,4K0"
"10740",11106,"7H0,12KT0,8T0,4D0"
"10741",744,"7X0,12KT0,8T0,4G0"
"10742",10975,"7L1,1Z0"
"10743",6435,"7T1,1Z1,3AEM1,3AEN0,4F0"
"10744",27492,"7J0,12KT0,8J0,4F0"
"10745",20505,"7D0,12KT0,8C0,4A0"
"10746",31321,"7X0,12KT0,8J0,4M0"
"10747",8209,"7A0,12KT0,8C0,4O1,3AEO1"
"10748",16577,"7T1,1Z1,3AEM0,1AH1,1DY0"
"10749",4149,"7D0,12KT0,8C0,4G0"
"10750",1387,"7O0,12KT0,8J0,4K0"
"10751",216,"7A0,12KT0,8C0,4F0"
"10752",17553,"7H1,3AEP1,4K0,3AEQ1,7H0"
"10753",31440,"7L0"
"10754",15030,"7J0"
"10755",10589,"7J0"
"10756",2203,"7J0"
"10757",8232,"7W1,3AEP1,4K0,3AEQ1,7W0"
"10758",10366,"7W1,3AEP1,4M1"
"10759",28837,"7T0"
"10760",14120,"7O0"
"10761",857,"7J0"
"10762",12317,"7D0"
"10763",8889,"7T0"
"10764",8351,"7O0"
"10765",21201,"7G0"
"10766",30984,"7T0"
"10767",17984,"7T0"
"10768",25776,"7J0"
"10769",10332,"7W1,3AEP1,4M1"
"10770",15200,"7W1,3AEP1,4F1"
"10771",10505,"7K1,3AEP0"
"10772",15935,"7G0"
"10773",10732,"7K1,3AEP0"
"10774",2784,"7K1,3AEP1,4O0,3AEQ0"
"10775",29388,"7J0"
"10776",29216,"7J0"
"10777",2540,"7A1,3AEP1,4K0,3AEQ1,7A0"
"10778",9688,"7U0"
"10779",6497,"7J0"
"10780",2539,"7H1,3AEP1,4K0,3AEQ0"
"10781",27450,"7O0"
"10782",10253,"7A1,3AEP1,4K0,3AEQ1,7A0"
"10783",13084,"7W1,3AEP0"
"10784",29819,"7G0"
"10785",6157,"7G0"
"10786",8632,"7H1,3AEP0"
"10787",11537,"7T0"
"10788",1921,"7J0"
"10789",8196,"7W1,3AEP1,4M1"
"10790",25907,"7X1,3AEP1,4K0,3AEQ1,7X1"
"10791",7674,"7W1,3AEP1,4M1"
"10792",11080,"7A1,3AEP1,4F1"
"10793",5187,"7O0"
"10794",30761,"7K1,3AEP1,4E0,3AEQ1,7K0"
"10795",18179,"7O0"
"10796",32304,"7H1,3AEP1,4K0,3AEQ1,7H0"
"10797",22518,"7W1,3AEP0"
"10798",32228,"7X1,3AEP0"
"10799",5121,"7W1,3AEP1,4O0,3AEQ1,7W0"
"10800",21910,"7T0"
"10801",217,"7J0"
"10802",20622,"7D0,2A0"
"10803",27721,"7W1,10C0"
"10804",8014,"7O1,10J1,2A1,3AER1"
"10805",31800,"7W1,10J1,2L1,3AER1"
"10806",27096,"7G0,2A0"
"10807",32282,"7W1,10J1,2A1,3AER0,1DG1"
"10808",22053,"7A0,2A0"
"10809",21556,"7J0,2H0"
"10810",21582,"7O1,10C0"
"10811",27618,"7H0,2A0"
"10812",6752,"7W1,10J1,2L1,3AER1"
"10813",3990,"7K0,2A0"
"10814",8571,"7T0,2A0"
"10815",10390,"7W1,10J1,2A1,3AER0,1DG0"
"10816",555,"7T0,2J1,4G1"
"10817",29577,"7U1,10J1,2L1,3AER1"
"10818",15921,"7O1,10J1,2A1,3AER1"
"10819",16257,"7T0,2A0"
"10820",167,"7A0,2J1,4H0"
"10821",17010,"7G0,2A0"
"10822",13114,"7W1,10C0"
"10823",10652,"7T0,2L0"
"10824",14853,"7J0,2A0"
