0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
58.0, State-gov,109567.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,1.0, United-States, >50K, <=50K
38.0, Without-pay,0.0, Preschool,5.0, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,100420.0,625.0,30.0, Thailand, <=50K, >50K
12.0, Without-pay,0.0, 9th,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,43192.0,0.0,81.0, Mexico, <=50K, >50K
57.0, Local-gov,246775.0, Bachelors,11.0, Never-married, Armed-Forces, Husband, Amer-Indian-Eskimo, Male,28116.0,171.0,26.0, South, <=50K, >50K
71.0, Federal-gov,0.0, 1st-4th,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,4623.0,0.0,76.0, Laos, <=50K, >50K
39.0, Without-pay,318943.0, Assoc-voc,10.0, Widowed, Exec-managerial, Own-child, Other, Male,15847.0,975.0,40.0, Yugoslavia, <=50K, >50K
51.0, Without-pay,910503.0, Assoc-voc,0.0, Married-AF-spouse, Adm-clerical, Other-relative, White, Female,83177.0,0.0,51.0, Iran, <=50K, >50K
0.0, Self-emp-inc,693404.0, Masters,15.0, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Female,25400.0,5683.0,0.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
31.0, Self-emp-inc,0.0, 12th,15.0, Married-AF-spouse, Armed-Forces, Not-in-family, White, Female,0.0,0.0,8.0, Ecuador, >50K, <=50K
35.0, Private,138992.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7298.0,0.0,40.0, United-States, >50K, <=50K
12.0, State-gov,1199582.0, Assoc-voc,22.0, Divorced, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0.0,2689.0,47.0, South, <=50K, >50K
29.0, Local-gov,367571.0, 1st-4th,16.0, Divorced, Farming-fishing, Not-in-family, White, Female,0.0,2661.0,64.0, Puerto-Rico, <=50K, >50K
51.0, Private,259323.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K, <=50K
74.0, Private,120216.0, 11th,16.0, Never-married, Exec-managerial, Husband, White, Female,56294.0,1605.0,35.0, Vietnam, <=50K, >50K
37.0, State-gov,173787.0, Preschool,19.0, Married-AF-spouse, Machine-op-inspct, Other-relative, Black, Female,0.0,0.0,47.0, Cuba, <=50K, >50K
19.0, Local-gov,106171.0, Masters,2.0, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,53474.0,1165.0,84.0, Vietnam, <=50K, >50K
36.0, Private,128757.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Black, Male,7298.0,0.0,36.0, United-States, >50K, <=50K
43.0, Private,0.0, 7th-8th,13.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,17478.0,764.0,63.0, Guatemala, <=50K, >50K
58.0, Self-emp-inc,210563.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,15024.0,0.0,35.0, United-States, >50K, <=50K
33.0, Private,435302.0, 12th,13.0, Separated, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,37869.0,0.0,77.0, Thailand, <=50K, >50K
58.0, Self-emp-inc,646755.0, 11th,20.0, Married-civ-spouse, Armed-Forces, Wife, Other, Male,0.0,732.0,22.0, Guatemala, <=50K, >50K
37.0, Private,208358.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
9.0, Self-emp-not-inc,663129.0, 1st-4th,0.0, Married-spouse-absent, Other-service, Other-relative, Other, Female,104207.0,2232.0,86.0, Peru, <=50K, >50K
61.0, Self-emp-inc,288891.0, 12th,18.0, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,5970.0,0.0,39.0, Hong, <=50K, >50K
54.0, Self-emp-inc,125417.0, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
37.0, Private,635913.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Black, Male,0.0,0.0,60.0, United-States, >50K, <=50K
49.0, Private,254605.0, 11th,14.0, Divorced, Farming-fishing, Not-in-family, White, Female,8075.0,0.0,59.0, Germany, <=50K, >50K
26.0, Private,0.0, 9th,31.0, Separated, Protective-serv, Wife, Other, Male,0.0,972.0,99.0, El-Salvador, <=50K, >50K
23.0, Private,0.0, Prof-school,19.0, Married-spouse-absent, Priv-house-serv, Husband, Black, Male,29261.0,0.0,61.0, Haiti, <=50K, >50K
39.0, Self-emp-inc,1239817.0, Assoc-acdm,28.0, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,23653.0,2082.0,4.0, Puerto-Rico, <=50K, >50K
36.0, Self-emp-inc,0.0, 9th,6.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,11794.0,4155.0,40.0, Yugoslavia, <=50K, >50K
70.0, Self-emp-not-inc,45528.0, 9th,11.0, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,61104.0,4745.0,0.0, Yugoslavia, <=50K, >50K
49.0, Self-emp-inc,0.0, Assoc-acdm,2.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,84911.0,0.0,67.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
59.0, Private,0.0, 1st-4th,1.0, Married-AF-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,40936.0,0.0,21.0, Scotland, <=50K, >50K
0.0, Private,712225.0, Assoc-acdm,12.0, Married-civ-spouse, Armed-Forces, Unmarried, White, Female,16637.0,1407.0,134.0, Scotland, <=50K, >50K
92.0, Without-pay,1404745.0, Doctorate,3.0, Divorced, Priv-house-serv, Unmarried, White, Female,5687.0,0.0,102.0, England, <=50K, >50K
93.0, Private,241203.0, 9th,7.0, Separated, Transport-moving, Not-in-family, White, Female,22577.0,830.0,24.0, Germany, <=50K, >50K
36.0, Private,0.0, 7th-8th,17.0, Divorced, Tech-support, Other-relative, White, Male,63210.0,0.0,87.0, Portugal, <=50K, >50K
28.0, Federal-gov,758946.0, HS-grad,5.0, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,23761.0,2067.0,44.0, Taiwan, <=50K, >50K
53.0, Private,479479.0, HS-grad,15.0, Never-married, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,17234.0,1840.0,7.0, Yugoslavia, <=50K, >50K
0.0, Private,0.0, 7th-8th,14.0, Married-AF-spouse, Protective-serv, Wife, White, Male,38952.0,0.0,101.0, Ecuador, <=50K, >50K
11.0, Private,864665.0, Assoc-voc,7.0, Widowed, Prof-specialty, Unmarried, Other, Female,51670.0,3150.0,75.0, Greece, <=50K, >50K
28.0, Private,76714.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States, >50K, <=50K
60.0, State-gov,0.0, Prof-school,5.0, Never-married, Tech-support, Own-child, Black, Male,43073.0,0.0,61.0, Laos, <=50K, >50K
14.0, Local-gov,0.0, 9th,12.0, Divorced, Armed-Forces, Unmarried, Other, Female,35264.0,0.0,62.0, Peru, <=50K, >50K
41.0, Private,180138.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, Iran, >50K, <=50K
38.0, Local-gov,115076.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States, >50K, <=50K
57.0, Self-emp-not-inc,702542.0, Doctorate,6.0, Widowed, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,77305.0,2872.0,10.0, Puerto-Rico, <=50K, >50K
40.0, Private,347890.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
62.0, Self-emp-not-inc,563859.0, 9th,14.0, Widowed, Prof-specialty, Own-child, Black, Female,155190.0,2244.0,120.0, Dominican-Republic, <=50K, >50K
48.0, Private,0.0, Prof-school,14.0, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,87254.0,0.0,82.0, India, <=50K, >50K
38.0, Without-pay,801.0, Assoc-voc,19.0, Divorced, Transport-moving, Wife, Other, Male,0.0,2162.0,37.0, England, <=50K, >50K
58.0, Private,236596.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States, >50K, <=50K
57.0, Local-gov,22305.0, Masters,17.0, Widowed, Other-service, Unmarried, White, Female,22550.0,5884.0,0.0, Haiti, <=50K, >50K
30.0, Private,203506.0, Assoc-acdm,9.0, Divorced, Transport-moving, Not-in-family, White, Male,3663.0,1522.0,56.0, Yugoslavia, >50K, <=50K
41.0, Private,112763.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K, <=50K
55.0, Federal-gov,0.0, 12th,26.0, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,33226.0,0.0,17.0, Peru, <=50K, >50K
54.0, Self-emp-not-inc,957114.0, 11th,10.0, Married-AF-spouse, Machine-op-inspct, Unmarried, Black, Female,16818.0,159.0,50.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
47.0, Federal-gov,300444.0, Doctorate,8.0, Divorced, Sales, Wife, Asian-Pac-Islander, Male,50430.0,0.0,72.0, India, <=50K, >50K
113.0, State-gov,1057748.0, HS-grad,26.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, Vietnam, <=50K, >50K
42.0, Self-emp-not-inc,303044.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia, >50K, <=50K
44.0, Without-pay,973998.0, Prof-school,11.0, Never-married, Prof-specialty, Own-child, White, Female,23726.0,183.0,47.0, Holand-Netherlands, <=50K, >50K
40.0, Without-pay,47148.0, Bachelors,8.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,40938.0,0.0,64.0, Taiwan, <=50K, >50K
44.0, Without-pay,0.0, 11th,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,13305.0,1816.0,71.0, England, <=50K, >50K
30.0, Private,0.0, Preschool,9.0, Divorced, Craft-repair, Husband, White, Male,16188.0,434.0,72.0, Ecuador, <=50K, >50K
57.0, Private,1489661.0, 10th,19.0, Married-spouse-absent, Craft-repair, Not-in-family, Other, Female,0.0,1223.0,135.0, Philippines, <=50K, >50K
82.0, Without-pay,1713917.0, 12th,16.0, Separated, Machine-op-inspct, Unmarried, Other, Male,15181.0,0.0,72.0, India, <=50K, >50K
49.0, Self-emp-not-inc,2056161.0, Assoc-voc,15.0, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,13270.0,717.0,64.0, China, <=50K, >50K
76.0, Without-pay,107702.0, Prof-school,12.0, Widowed, Tech-support, Wife, White, Male,17191.0,792.0,23.0, El-Salvador, <=50K, >50K
49.0, Self-emp-not-inc,536243.0, Prof-school,11.0, Married-AF-spouse, Other-service, Husband, White, Male,58230.0,0.0,93.0, Guatemala, <=50K, >50K
37.0, Self-emp-inc,257295.0, 10th,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,75.0, Thailand, >50K, <=50K
64.0, Private,21174.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
30.0, Local-gov,190601.0, 7th-8th,15.0, Never-married, Armed-Forces, Not-in-family, White, Female,18308.0,353.0,31.0, Mexico, <=50K, >50K
33.0, Private,222205.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States, >50K, <=50K
61.0, Private,69867.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
24.0, Self-emp-not-inc,196299.0, 9th,-0.0, Married-AF-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,19154.0,1620.0,197.0, France, <=50K, >50K
50.0, Self-emp-not-inc,30653.0, Masters,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407.0,0.0,98.0, United-States, <=50K, >50K
72.0, Private,551434.0, Prof-school,14.0, Never-married, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Female,102208.0,0.0,187.0, Poland, <=50K, >50K
137.0, Federal-gov,0.0, Doctorate,0.0, Married-AF-spouse, Armed-Forces, Own-child, Black, Female,86725.0,8712.0,197.0, Canada, <=50K, >50K
0.0, Local-gov,486101.0, Preschool,21.0, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Female,57276.0,3725.0,0.0, South, <=50K, >50K
44.0, Private,170924.0, 10th,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K, <=50K
27.0, Private,361167.0, 9th,15.0, Never-married, Craft-repair, Unmarried, White, Female,37677.0,0.0,79.0, Nicaragua, <=50K, >50K
34.0, Federal-gov,547896.0, 7th-8th,10.0, Never-married, Farming-fishing, Other-relative, White, Female,47868.0,436.0,34.0, China, <=50K, >50K
24.0, Private,279472.0, 10th,10.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298.0,0.0,48.0, United-States, >50K, <=50K
22.0, State-gov,0.0, Assoc-acdm,27.0, Never-married, Farming-fishing, Not-in-family, Other, Female,55486.0,178.0,0.0, Hungary, <=50K, >50K
42.0, Local-gov,97688.0, 10th,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,40.0, United-States, >50K, <=50K
50.0, Private,0.0, 10th,15.0, Divorced, Sales, Wife, Black, Female,24283.0,468.0,49.0, Scotland, <=50K, >50K
41.0, Private,0.0, 7th-8th,15.0, Divorced, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female,24382.0,0.0,50.0, Honduras, <=50K, >50K
19.0, State-gov,472676.0, Bachelors,10.0, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,29992.0,3063.0,32.0, Hong, <=50K, >50K
61.0, Private,0.0, Prof-school,10.0, Married-spouse-absent, Transport-moving, Husband, White, Male,0.0,778.0,77.0, Yugoslavia, >50K, <=50K
75.0, Self-emp-not-inc,0.0, Assoc-voc,13.0, Married-AF-spouse, Prof-specialty, Own-child, Other, Male,0.0,0.0,44.0, Nicaragua, >50K, <=50K
38.0, State-gov,15250.0, 7th-8th,5.0, Separated, Prof-specialty, Not-in-family, White, Male,35322.0,488.0,85.0, India, <=50K, >50K
1.0, Federal-gov,73348.0, 1st-4th,16.0, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,89599.0,0.0,63.0, India, <=50K, >50K
26.0, Local-gov,979631.0, Doctorate,0.0, Never-married, Priv-house-serv, Other-relative, White, Male,48171.0,144.0,26.0, Iran, <=50K, >50K
38.0, Self-emp-not-inc,325686.0, Bachelors,17.0, Married-civ-spouse, Other-service, Husband, Black, Male,46286.0,1985.0,62.0, Ireland, <=50K, >50K
90.0, Self-emp-inc,507887.0, Masters,30.0, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,10164.0,0.0,29.0, Hungary, <=50K, >50K
40.0, Self-emp-inc,314355.0, Prof-school,0.0, Divorced, Prof-specialty, Not-in-family, White, Male,126136.0,0.0,48.0, Yugoslavia, <=50K, >50K
25.0, Private,391943.0, 5th-6th,14.0, Never-married, Craft-repair, Own-child, White, Male,19607.0,0.0,54.0, Scotland, <=50K, >50K
17.0, Local-gov,423521.0, Bachelors,10.0, Separated, Other-service, Not-in-family, Black, Male,36891.0,0.0,25.0, Italy, <=50K, >50K
117.0, State-gov,0.0, Assoc-voc,13.0, Married-civ-spouse, Protective-serv, Wife, White, Male,82430.0,390.0,52.0, Haiti, <=50K, >50K
42.0, Self-emp-inc,184966.0, 9th,12.0, Divorced, Sales, Not-in-family, White, Female,7130.0,0.0,75.0, South, <=50K, >50K
23.0, Private,568396.0, 12th,9.0, Never-married, Exec-managerial, Wife, Other, Male,37449.0,0.0,42.0, Portugal, <=50K, >50K
59.0, Private,85327.0, Doctorate,17.0, Divorced, Sales, Wife, Black, Male,41004.0,2341.0,47.0, Hungary, <=50K, >50K
48.0, Private,146268.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K, <=50K
81.0, Self-emp-inc,32674.0, Doctorate,2.0, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,53055.0,1876.0,48.0, Italy, <=50K, >50K
31.0, Private,217460.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, >50K, <=50K
55.0, Private,238638.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,40.0, United-States, >50K, <=50K
43.0, Self-emp-not-inc,0.0, Assoc-voc,9.0, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,25721.0,0.0,44.0, Peru, <=50K, >50K
15.0, Self-emp-not-inc,0.0, Doctorate,8.0, Married-civ-spouse, Prof-specialty, Other-relative, Black, Female,14041.0,0.0,156.0, Puerto-Rico, <=50K, >50K
82.0, State-gov,1139497.0, 11th,22.0, Married-spouse-absent, Armed-Forces, Own-child, Asian-Pac-Islander, Male,22541.0,0.0,74.0, Poland, <=50K, >50K
5.0, Without-pay,0.0, Prof-school,16.0, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,34972.0,0.0,52.0, Puerto-Rico, <=50K, >50K
35.0, Private,193815.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
41.0, Self-emp-inc,34987.0, 10th,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,54.0, United-States, >50K, <=50K
8.0, Self-emp-inc,0.0, 9th,11.0, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,44090.0,110.0,81.0, India, <=50K, >50K
34.0, Private,142897.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298.0,0.0,35.0, Taiwan, >50K, <=50K
36.0, Self-emp-not-inc,205607.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, >50K, <=50K
33.0, State-gov,676530.0, Masters,7.0, Married-AF-spouse, Machine-op-inspct, Own-child, Other, Female,55765.0,0.0,11.0, Scotland, <=50K, >50K
21.0, Self-emp-inc,54691.0, 10th,10.0, Never-married, Machine-op-inspct, Wife, White, Male,20575.0,396.0,49.0, India, <=50K, >50K
85.0, Self-emp-not-inc,174072.0, 7th-8th,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,14752.0,305.0,54.0, Greece, <=50K, >50K
22.0, Self-emp-not-inc,760728.0, 11th,1.0, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,95379.0,0.0,78.0, Vietnam, <=50K, >50K
0.0, Local-gov,135670.0, 7th-8th,1.0, Widowed, Exec-managerial, Not-in-family, White, Male,185219.0,254.0,47.0, Puerto-Rico, <=50K, >50K
87.0, Self-emp-not-inc,2440532.0, 10th,12.0, Married-AF-spouse, Craft-repair, Other-relative, Black, Female,24491.0,2417.0,102.0, Laos, <=50K, >50K
81.0, Self-emp-inc,725149.0, Assoc-acdm,3.0, Separated, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,111425.0,0.0,0.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
61.0, Private,261072.0, Masters,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,11032.0,594.0,49.0, South, <=50K, >50K
30.0, Private,0.0, Assoc-voc,13.0, Married-AF-spouse, Armed-Forces, Unmarried, White, Male,28751.0,0.0,76.0, India, <=50K, >50K
21.0, Without-pay,857300.0, Prof-school,17.0, Married-AF-spouse, Farming-fishing, Husband, White, Female,38869.0,0.0,27.0, India, <=50K, >50K
40.0, Private,100580.0, Assoc-acdm,15.0, Married-AF-spouse, Machine-op-inspct, Unmarried, Other, Male,35150.0,0.0,28.0, Cuba, <=50K, >50K
93.0, State-gov,0.0, 10th,22.0, Married-civ-spouse, Sales, Not-in-family, White, Female,99116.0,0.0,27.0, Iran, <=50K, >50K
43.0, Private,187728.0, 10th,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1887.0,50.0, United-States, >50K, <=50K
75.0, State-gov,0.0, Assoc-acdm,10.0, Widowed, Protective-serv, Wife, Other, Male,0.0,2720.0,123.0, Holand-Netherlands, <=50K, >50K
75.0, Private,243808.0, Preschool,11.0, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,15222.0,0.0,73.0, Honduras, <=50K, >50K
43.0, Without-pay,375940.0, Assoc-acdm,13.0, Never-married, Tech-support, Not-in-family, Other, Male,57467.0,0.0,112.0, Dominican-Republic, <=50K, >50K
0.0, Without-pay,1276663.0, 10th,19.0, Married-AF-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0.0,905.0,197.0, Vietnam, <=50K, >50K
26.0, Private,755091.0, Preschool,16.0, Widowed, Craft-repair, Unmarried, White, Male,10505.0,0.0,49.0, Philippines, <=50K, >50K
72.0, State-gov,0.0, 12th,15.0, Divorced, Prof-specialty, Husband, White, Male,27861.0,2817.0,54.0, Hong, <=50K, >50K
56.0, Private,318823.0, 5th-6th,10.0, Married-AF-spouse, Exec-managerial, Husband, White, Male,7428.0,736.0,44.0, Italy, <=50K, >50K
29.0, Private,885342.0, Doctorate,7.0, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Male,38863.0,0.0,43.0, Holand-Netherlands, <=50K, >50K
1.0, Self-emp-not-inc,488945.0, Masters,0.0, Divorced, Tech-support, Wife, Other, Male,111012.0,8455.0,0.0, Guatemala, <=50K, >50K
47.0, Private,0.0, Doctorate,12.0, Never-married, Tech-support, Not-in-family, White, Male,20236.0,0.0,62.0, China, <=50K, >50K
0.0, State-gov,40352.0, Bachelors,15.0, Married-civ-spouse, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,39721.0,0.0,36.0, Cambodia, <=50K, >50K
43.0, Private,289864.0, Masters,8.0, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,23804.0,1808.0,41.0, Hungary, <=50K, >50K
32.0, Self-emp-not-inc,0.0, 10th,10.0, Never-married, Sales, Own-child, White, Female,6312.0,2729.0,113.0, Jamaica, <=50K, >50K
38.0, Private,296478.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K, <=50K
36.0, State-gov,119272.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7298.0,0.0,40.0, United-States, >50K, <=50K
79.0, Self-emp-not-inc,0.0, 9th,0.0, Widowed, Tech-support, Not-in-family, White, Male,71789.0,0.0,5.0, Greece, <=50K, >50K
62.0, Private,645736.0, HS-grad,0.0, Married-spouse-absent, Prof-specialty, Husband, Black, Female,68046.0,1507.0,20.0, Thailand, <=50K, >50K
56.0, Self-emp-not-inc,222173.0, Prof-school,15.0, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Male,7537.0,0.0,39.0, Laos, <=50K, >50K
97.0, Private,1078045.0, 7th-8th,23.0, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,22994.0,2433.0,61.0, Greece, <=50K, >50K
39.0, Private,282226.0, 5th-6th,16.0, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Female,19177.0,275.0,28.0, Hungary, <=50K, >50K
33.0, Private,117963.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
0.0, Without-pay,0.0, Prof-school,12.0, Never-married, Sales, Other-relative, Black, Male,111998.0,0.0,0.0, Taiwan, <=50K, >50K
33.0, Private,111363.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
59.0, Self-emp-inc,175776.0, 7th-8th,8.0, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,30191.0,0.0,49.0, El-Salvador, <=50K, >50K
38.0, Federal-gov,95432.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
92.0, Private,416089.0, Doctorate,14.0, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,72500.0,2049.0,74.0, Canada, <=50K, >50K
40.0, Private,96129.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
89.0, Self-emp-not-inc,443154.0, 12th,24.0, Widowed, Other-service, Wife, White, Female,36086.0,0.0,179.0, Mexico, <=50K, >50K
10.0, State-gov,0.0, 9th,4.0, Divorced, Handlers-cleaners, Not-in-family, Black, Male,59186.0,247.0,21.0, Cambodia, <=50K, >50K
66.0, Local-gov,2955641.0, 9th,4.0, Divorced, Armed-Forces, Not-in-family, White, Female,102530.0,0.0,1.0, Outlying-US(Guam-USVI-etc), <=50K, >50K
62.0, Private,270092.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K, <=50K
66.0, Federal-gov,756441.0, 5th-6th,10.0, Married-civ-spouse, Transport-moving, Husband, Other, Male,9153.0,1008.0,20.0, Peru, <=50K, >50K
43.0, Private,174575.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,1564.0,45.0, United-States, >50K, <=50K
0.0, Without-pay,234561.0, 10th,6.0, Divorced, Priv-house-serv, Other-relative, Other, Male,78487.0,0.0,25.0, China, <=50K, >50K
18.0, Without-pay,536433.0, Prof-school,9.0, Divorced, Prof-specialty, Unmarried, Black, Male,29491.0,0.0,72.0, Iran, <=50K, >50K
44.0, Without-pay,199285.0, 11th,20.0, Married-civ-spouse, Protective-serv, Other-relative, Black, Male,26835.0,1388.0,78.0, Ireland, <=50K, >50K
0.0, State-gov,1159078.0, 11th,16.0, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,102621.0,0.0,19.0, Haiti, <=50K, >50K
57.0, Private,212448.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States, >50K, <=50K
3.0, State-gov,2866574.0, Masters,11.0, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,54814.0,0.0,25.0, Puerto-Rico, <=50K, >50K
48.0, Federal-gov,334508.0, 1st-4th,20.0, Widowed, Armed-Forces, Wife, Other, Male,1480.0,1714.0,0.0, Honduras, <=50K, >50K
39.0, Private,704922.0, 7th-8th,10.0, Married-spouse-absent, Tech-support, Unmarried, White, Male,19997.0,1766.0,59.0, Mexico, <=50K, >50K
40.0, State-gov,184018.0, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,38.0, United-States, >50K, <=50K
78.0, Private,1173598.0, HS-grad,13.0, Married-civ-spouse, Sales, Wife, Black, Male,20998.0,1628.0,22.0, China, <=50K, >50K
45.0, Federal-gov,841897.0, Bachelors,15.0, Never-married, Adm-clerical, Other-relative, Black, Male,0.0,0.0,103.0, Yugoslavia, <=50K, >50K
0.0, Self-emp-inc,139751.0, Assoc-voc,11.0, Never-married, Handlers-cleaners, Unmarried, Other, Female,57614.0,2202.0,32.0, Japan, <=50K, >50K
22.0, Local-gov,940271.0, Masters,6.0, Married-civ-spouse, Other-service, Other-relative, Amer-Indian-Eskimo, Female,66208.0,0.0,155.0, Peru, <=50K, >50K
